journalId,journalUrl,journalTitle,journalVolumeIds
j302,cb66f0d0-958c-4f1c-9758-86d4bfe89708,"Journal of Speech, Language and Hearing Research",jv302
j303,5e8c6a67-927f-4006-a14b-22f1eb7ec3d6,Current protein and peptide science,jv303
j304,2dfd9d00-649a-480f-9e1a-be3cbb8b5c83,Evolutionary Applications,jv304
j305,03ee5102-bee1-4f48-8745-b97b885b6afd,Ecological Applications,jv305
j306,8baa4515-fac4-4b34-be0d-49385d586277,"Proteins: Structure, Function, and Bioinformatics",jv306
j307,dd8a31c4-b5ed-47a4-9146-9e41b6ae9443,IET Systems Biology,jv307
j308,fd4c7628-c16e-4b50-8555-3ac3ad6da2d7,NeuroImage,jv308
j309,98ea9a6a-c9d7-4b4e-97ec-ee582bd62fa2,Electronic Journal of Combinatorics,jv309
j310,d7d15b42-f092-422f-8287-cb47ffe4a422,Journal of Graph Theory,jv310
j311,3efe0b58-b06e-42c1-8a30-01b13201c739,Landscape Ecology,jv311
j312,2f38f299-9909-4c8e-a12e-76fca8afb42e,Discrete Mathematics,jv312
j313,1a167e40-5fcf-4a0c-ad62-48a6c87707b7,Canadian Journal of Mathematics - Journal Canadien de Mathematiques,jv313
j314,89f81207-2335-4d39-8422-919955037191,Acta Crystallographica Section B Structural Science,jv314
j315,06e68fc0-4d5c-4ca2-8cc3-540e4f444a0c,Journal of the Australian Mathematical Society,jv315
j316,cc43107f-e671-4f87-99f5-ae12f9992c0d,Mathematical Systems Theory,jv316
j317,602bea1c-7ecb-43ec-a867-7666099e62c3,SIAM Journal on Discrete Mathematics,jv317
j318,efbdaeaa-8666-4b29-8d96-36ed8a6c172f,Journal of combinatorial theory. Series B (Print),jv318
j319,f09e3439-2129-47ae-81c3-42fac2e6bf5c,American Scientist,jv319
j320,f4f9e4d0-b477-46a6-bd60-07475fc3a0bd,Adaptive Behavior,jv320
j321,992e3995-f295-4778-a913-3fe2f227da3f,Mathematical Gazette,jv321
j322,8a32f160-84d2-4c72-b3ab-c5de11116574,Journal of combinatorial theory. Series A,jv322
j323,369b7733-9b48-4432-85b6-1e3e41080d1b,Applied Mathematical Sciences,jv323
j324,e6bfdcb4-2a51-40d0-bba8-df275f223711,The VLDB journal,jv324
j325,f854e875-59c8-4001-a920-0670366ec189,Ecosphere,jv325
j326,1ef13c1d-f8f6-481d-877b-5c802a40f8d5,Nonlinear Biomedical Physics,jv326
j327,f62e5eab-173a-4e0a-a963-ed8de9835d22,IEEE Signal Processing Magazine,jv327
j328,0ab10a19-5aec-4bd0-ba95-d98d85d33643,Ecology Letters,jv328
j329,1283a59c-0d1f-48c3-81d7-02172f597e70,IEEE Transactions on Automatic Control,jv329
j330,de34e080-a004-422c-b361-3ac450406f66,Multiscale Modeling & simulation,jv330
j331,a0159c98-eac8-484a-856f-91ad681adf96,IEEE Transactions on Systems Science and Cybernetics,jv331
j332,859022e2-49ca-45d4-8e43-0fa45d44e934,Annual Review of Clinical Psychology,jv332
j333,48bfb57a-bc20-4264-8899-7605c9e28d63,Neuroinformatics,jv333
j334,c7be0e82-620f-44c5-b6de-46310d59c7b8,IEEE Control Systems,jv334
j335,31504b24-0c4f-400c-b427-1428893025ff,Journal of Statistical Software,jv335
j336,65967e36-f7db-476f-9d00-fd080a5a8483,IEEE Transactions on Circuits and Systems Part 1: Regular Papers,jv336
j337,4e46790b-e240-4236-9b8d-a70ed74f900a,IEEE Transactions on Mobile Computing,jv337
j338,4f96108e-f62c-48be-a31a-b3d1ad831330,Internet Mathematics,jv338
j339,f06e7ee6-cd20-45a8-91f9-6c84bcddc5fd,Optics Express,jv339
j340,0e3b51a7-21d8-477c-8918-14a55f087532,SIAM Journal on Scientific Computing,jv340
j341,f585b638-9311-4c6b-b910-0c90ccc2ee66,Journal of Computational Neuroscience,jv341
j342,127cc63d-75ce-4cfb-9d35-18641daba70c,Mathematical programming,jv342
j343,39b8b5dc-1ca2-4d60-9973-fb023d4d6c4c,Mathematics of Operations Research,jv343
j344,643a31e6-3016-4604-beca-0edfc0e2a834,Applied and Environmental Microbiology,jv344
j345,e66d27b6-cdf4-44e9-9420-52fe00567139,The International Journal of Life Cycle Assessment,jv345
j346,ebb34bf6-eb0a-4d70-81fc-53360c4c20b3,Cell Systems,jv346
j347,fd4675fe-4136-446c-aefd-3658aae698ac,Journal of Cheminformatics,jv347
j348,d10bf495-9155-454f-be8e-490180513492,Mobile DNA,jv348
j349,939ee07c-6009-43f8-b884-69238b40659e,International Journal of Computer Vision,jv349
j350,a88e2a6c-903f-42e1-8dfc-f2547e32020a,IEEE Transactions on Affective Computing,jv350
j351,6fdeda46-9d42-4591-a065-6d21c4986a89,Cytogenetic and Genome Research,jv351
j352,fbdeb2fb-ac8a-49ee-a405-19f76371141b,IEEE Engineering in Medicine and Biology Magazine,jv352
j353,9d1e9467-890b-44c6-92c4-5d604973af84,Journal of Biomolecular NMR,jv353
j354,7dda5bd1-752f-45e5-bc7b-09633096916e,Language Resources and Evaluation,jv354
j355,6cc36eeb-d056-42c4-a306-7bcb239cc442,Image and Vision Computing,jv355
j356,5e329303-0790-4991-832f-dd8a737ec6fb,Signal processing. Image communication,jv356
j357,7a0fa873-9493-466e-aaf2-2eeb6a4d41f2,Antimicrobial Agents and Chemotherapy,jv357
j358,3f16aef5-6b9f-4f87-baca-cbf8147e352f,Journal of Chemical Information and Modeling,jv358
j359,4927fc60-c4fd-4482-a987-8ce831e407cc,JAMA Oncology,jv359
j360,7bcfec9d-4ece-43ad-8a9f-b653e1b3ec4e,Systematic Reviews,jv360
j361,4e90b61b-3ae1-4b4c-9348-d67a3825e703,Medical Physics (Lancaster),jv361
j362,c999d5bf-6e3d-40df-a5a0-d32a59714a2d,RNA: A publication of the RNA Society,jv362
j363,137f4fd6-2e4e-486f-9046-1e37e4301c91,Immunogenetics,jv363
j364,b5aaa937-18c7-4a65-84a1-52713f6080fe,Global Change Biology,jv364
j365,c68dc5a1-06e8-4c33-a6bd-1cbf7d2c7ff5,Biocontrol News and Information,jv365
j366,aab03e41-f80d-48b3-89bd-60eeeceafc7d,ACM Transactions on Graphics,jv366
j367,956bc149-0711-4d69-bb43-d462859b6f1d,Therapeutic Drug Monitoring,jv367
j368,aaf4c77b-c663-4009-862d-da25e19dfed2,Journal of Human Genetics,jv368
j369,4e6d067b-67a9-4c4c-886f-9ae510c6df38,Accounts of Chemical Research,jv369
j370,b482a99f-ef53-4694-aec6-32ad78e0d716,BMC Cancer,jv370
j371,0f9e8bfc-fdfb-402f-bb26-c23177ec102a,Pharmacoepidemiology and Drug Safety,jv371
j372,3010f82b-3d11-40b5-ab28-f956fb2c4cc6,"Behavoir research methods, instruments & computers",jv372
j373,e35a87a3-a6c4-47bf-acca-3e615ddb9c58,ACM Transactions on Database Systems,jv373
j374,46722266-4327-4a22-871d-5a9fe3c5ad0c,International Journal on Document Analysis and Recognition,jv374
j375,a7abfa95-0b9f-4416-9cd2-3271591663d2,British Journal of Cancer,jv375
j376,39fbefa9-1bb7-44ef-ab6a-18458e77cb8f,Novartis Foundation symposium,jv376
j377,d148a331-a75b-4289-81bd-0686aab60bdc,Journal of Applied Crystallography,jv377
j378,477368e9-7a8e-475a-8c93-6d623797fd06,Multimedia tools and applications,jv378
j379,b5b6ba6d-5b59-4229-9b9d-6e8b87e8e857,Springer Netherlands,jv379
j380,3b9c2af9-8503-4d14-a0de-af5ba0143ed2,PLoS Medicine,jv380
j381,2018b690-8eab-42c2-8397-9d67983f7a69,Biophysical Journal,jv381
j382,47464297-4c88-44d5-9112-53a865e99be5,Applied Optics,jv382
j383,4cce60a8-2106-4240-bece-fb6488df6bd1,Journal of Medicinal Chemistry,jv383
