reviewId,paperId,reviewText,reviewDecision,reviewDecisionBoolean,paperTitle
r1316,p1316,Review content,accepted,1,ExPASy: the proteomics server for in-depth protein knowledge and analysis
r1317,p1317,Review content,accepted,1,An innovative approach for testing bioinformatics programs using metamorphic testing
r1318,p1318,Review content,accepted,1,Cloud Technologies for Bioinformatics Applications
r1319,p1319,Review content,accepted,1,Nextstrain: real-time tracking of pathogen evolution
r1320,p1320,Review content,accepted,1,BIGSdb: Scalable analysis of bacterial genome variation at the population level
r1321,p1321,Review content,accepted,1,phangorn: phylogenetic analysis in R
r1322,p1322,Review content,accepted,1,CD-HIT Suite: a web server for clustering and comparing biological sequences
r1323,p1323,Review content,accepted,1,"Efficient and Robust Feature Selection via Joint ℓ2, 1-Norms Minimization"
r1324,p1324,Review content,rejected,0,ConsensusClusterPlus: a class discovery tool with confidence assessments and item tracking
r1325,p1325,Review content,rejected,0,ProtTest 3: fast selection of best-fit models of protein evolution
r1326,p1326,Review content,accepted,1,Deriving the consequences of genomic variants with the Ensembl API and SNP Effect Predictor
r1327,p1327,Review content,accepted,1,"Reactome: a database of reactions, pathways and biological processes"
r1328,p1328,Review content,accepted,1,GTDB-Tk: a toolkit to classify genomes with the Genome Taxonomy Database
r1329,p1329,Review content,accepted,1,Using MetaboAnalyst 4.0 for Comprehensive and Integrative Metabolomics Data Analysis
r1330,p1330,Review content,accepted,1,GAPIT: genome association and prediction integrated tool
r1331,p1331,Review content,accepted,1,ChromHMM: automating chromatin-state discovery and characterization
r1332,p1332,Review content,rejected,0,Gene Ontology Consortium: going forward
r1333,p1333,Review content,rejected,0,Scalable web services for the PSIPRED Protein Analysis Workbench
r1334,p1334,Review content,rejected,0,"The Human Gene Mutation Database: building a comprehensive mutation repository for clinical and molecular genetics, diagnostic testing and personalized genomic medicine"
r1335,p1335,Review content,accepted,1,Medicinal chemistry and bioinformatics--current trends in drugs discovery with networks topological indices.
r1336,p1336,Review content,accepted,1,ShinyGO: a graphical gene-set enrichment tool for animals and plants
r1337,p1337,Review content,rejected,0,The Austronesian Basic Vocabulary Database: From Bioinformatics to Lexomics
r1338,p1338,Review content,accepted,1,The European Bioinformatics Institute’s data resources
r1339,p1339,Review content,accepted,1,VennDiagram: a package for the generation of highly-customizable Venn and Euler diagrams in R
r1340,p1340,Review content,accepted,1,"Epidemiological, clinical and virological characteristics of 74 cases of coronavirus-infected disease 2019 (COVID-19) with gastrointestinal symptoms"
r1341,p1341,Review content,accepted,1,TAMBIS: Transparent Access to Multiple Bioinformatics Information Sources
r1342,p1342,Review content,accepted,1,Ontology-based Knowledge Representation for Bioinformatics
r1343,p1343,Review content,accepted,1,bold: The Barcode of Life Data System (http://www.barcodinglife.org)
r1344,p1344,Review content,accepted,1,Better bioinformatics through usability analysis
r1345,p1345,Review content,rejected,0,Bioinformatics for DNA Sequence Analysis
r1346,p1346,Review content,accepted,1,Identification and analysis of occludin phosphosites: a combined mass spectrometry and bioinformatics approach.
r1347,p1347,Review content,accepted,1,Representation Learning on Graphs with Jumping Knowledge Networks
r1348,p1348,Review content,accepted,1,DrugBank: a comprehensive resource for in silico drug discovery and exploration
r1349,p1349,Review content,accepted,1,Bioinformatics : applications in life and environmental sciences
r1350,p1350,Review content,accepted,1,A Quick Guide for Developing Effective Bioinformatics Programming Skills
r1351,p1351,Review content,accepted,1,Bioinformatics analysis of microarray data.
r1352,p1352,Review content,rejected,0,Lignin biosynthesis.
r1353,p1353,Review content,accepted,1,Nonnegative Matrix and Tensor Factorizations - Applications to Exploratory Multi-way Data Analysis and Blind Source Separation
r1354,p1354,Review content,accepted,1,Nitric oxide-responsive genes and promoters in Arabidopsis thaliana: a bioinformatics approach.
r1355,p1355,Review content,accepted,1,Bioinformatics construction of the human cell surfaceome
r1356,p1356,Review content,accepted,1,Biodoop: Bioinformatics on Hadoop
r1357,p1357,Review content,rejected,0,XMPP for cloud computing in bioinformatics supporting discovery and invocation of asynchronous web services
r1358,p1358,Review content,accepted,1,PROVEAN web server: a tool to predict the functional effect of amino acid substitutions and indels
r1359,p1359,Review content,accepted,1,Bandage: interactive visualization of de novo genome assemblies
r1360,p1360,Review content,accepted,1,NanoPack: visualizing and processing long-read sequencing data
r1361,p1361,Review content,rejected,0,Pathview: an R/Bioconductor package for pathway-based data integration and visualization
r1362,p1362,Review content,accepted,1,AliView: a fast and lightweight alignment viewer and editor for large datasets
r1363,p1363,Review content,accepted,1,Robust Principal Component Analysis: Exact Recovery of Corrupted Low-Rank Matrices via Convex Optimization
r1364,p1364,Review content,accepted,1,Toll-Like Receptor Signaling Pathways
r1365,p1365,Review content,accepted,1,TCGAbiolinks: an R/Bioconductor package for integrative analysis of TCGA data
r1366,p1366,Review content,accepted,1,RASTtk: A modular and extensible implementation of the RAST algorithm for building custom annotation pipelines and annotating batches of genomes
r1367,p1367,Review content,accepted,1,Tools and Algorithms for the Construction and Analysis of Systems
r1368,p1368,Review content,rejected,0,Toward understanding the origin and evolution of cellular organisms
r1369,p1369,Review content,accepted,1,BIRI: a new approach for automatically discovering and indexing available public bioinformatics resources from the literature
r1370,p1370,Review content,accepted,1,Soft Computing Methodologies in Bioinformatics
r1371,p1371,Review content,accepted,1,BOLD : The Barcode of Life Data System
r1372,p1372,Review content,accepted,1,SNAP: a web-based tool for identification and annotation of proxy SNPs using HapMap
r1373,p1373,Review content,accepted,1,Evolution in bioinformatic resources: 2009 update on the Bioinformatics Links Directory
r1374,p1374,Review content,accepted,1,"Bias in random forest variable importance measures: Illustrations, sources and a solution"
r1375,p1375,Review content,accepted,1,PRGdb: a bioinformatics platform for plant resistance gene analysis
r1376,p1376,Review content,accepted,1,"BBMap: A Fast, Accurate, Splice-Aware Aligner"
r1377,p1377,Review content,accepted,1,Modeling and Simulation of Genetic Regulatory Systems: A Literature Review
r1378,p1378,Review content,accepted,1,Web Services at the European Bioinformatics Institute
r1379,p1379,Review content,accepted,1,Qualimap 2: advanced multi-sample quality control for high-throughput sequencing data
r1380,p1380,Review content,accepted,1,Blast2GO: A Comprehensive Suite for Functional Analysis in Plant Genomics
r1381,p1381,Review content,accepted,1,"The Sanger FASTQ file format for sequences with quality scores, and the Solexa/Illumina FASTQ variants"
r1382,p1382,Review content,accepted,1,Cloning of a human parvovirus by molecular screening of respiratory tract samples.
r1383,p1383,Review content,accepted,1,De novo identification of repeat families in large genomes
r1384,p1384,Review content,rejected,0,The UCSC Genome Browser Database
r1385,p1385,Review content,accepted,1,A Shrinkage Approach to Large-Scale Covariance Matrix Estimation and Implications for Functional Genomics
r1386,p1386,Review content,accepted,1,Bioinformatics strategies for lipidomics analysis: characterization of obesity related hepatic steatosis
r1387,p1387,Review content,rejected,0,The Ensembl genome database project
r1388,p1388,Review content,accepted,1,Ontology-driven indexing of public datasets for translational bioinformatics
r1389,p1389,Review content,accepted,1,Bioinformatics for next generation sequencing.
r1390,p1390,Review content,accepted,1,An Extensive Class of Small RNAs in Caenorhabditis elegans
r1391,p1391,Review content,accepted,1,MITOMASTER: a bioinformatics tool for the analysis of mitochondrial DNA sequences
r1392,p1392,Review content,accepted,1,A Survey on Deep Transfer Learning
r1393,p1393,Review content,accepted,1,Foundations of multidimensional and metric data structures
r1394,p1394,Review content,accepted,1,ThunderSTORM: a comprehensive ImageJ plug-in for PALM and STORM data analysis and super-resolution imaging
r1395,p1395,Review content,accepted,1,BOLD : The Barcode of Life Data System (www.barcodinglife.org)
r1396,p1396,Review content,accepted,1,Activities at the Universal Protein Resource (UniProt)
r1397,p1397,Review content,accepted,1,The Bioperl toolkit: Perl modules for the life sciences.
r1398,p1398,Review content,accepted,1,"Oncomine 3.0: genes, pathways, and networks in a collection of 18,000 cancer gene expression profiles."
r1399,p1399,Review content,accepted,1,Toward almost closed genomes with GapFiller
r1400,p1400,Review content,accepted,1,The Proteomics Identifications (PRIDE) database and associated tools: status in 2013
r1401,p1401,Review content,accepted,1,Repetitive DNA and next-generation sequencing: computational challenges and solutions
r1402,p1402,Review content,accepted,1,The MPI Bioinformatics Toolkit for protein sequence analysis
r1403,p1403,Review content,accepted,1,An Introduction to Conditional Random Fields
r1404,p1404,Review content,rejected,0,GenomeScope: fast reference‐free genome profiling from short reads
r1405,p1405,Review content,accepted,1,Fungal secondary metabolism — from biochemistry to genomics
r1406,p1406,Review content,rejected,0,Understanding Bioinformatics
r1407,p1407,Review content,accepted,1,Bioinformatics and computational methods for lipidomics.
r1408,p1408,Review content,accepted,1,[Structural bioinformatics].
r1409,p1409,Review content,accepted,1,Parallel Clustering Algorithm for Large Data Sets with Applications in Bioinformatics
r1410,p1410,Review content,accepted,1,From Protein Structure to Function with Bioinformatics
r1411,p1411,Review content,accepted,1,Algorithms in Bioinformatics: A Practical Introduction
r1412,p1412,Review content,accepted,1,ChEBI: An Open Bioinformatics and Cheminformatics Resource
r1413,p1413,Review content,accepted,1,GEOquery: a bridge between the Gene Expression Omnibus (GEO) and BioConductor
r1414,p1414,Review content,rejected,0,The Obesity-Associated FTO Gene Encodes a 2-Oxoglutarate-Dependent Nucleic Acid Demethylase
r1415,p1415,Review content,accepted,1,Automated comparative protein structure modeling with SWISS‐MODEL and Swiss‐PdbViewer: A historical perspective
r1416,p1416,Review content,accepted,1,The abundance and variety of carbohydrate-active enzymes in the human gut microbiota
r1417,p1417,Review content,accepted,1,Briefings in bioinformatics.
r1418,p1418,Review content,accepted,1,Trainable Weka Segmentation: a machine learning tool for microscopy pixel classification
r1419,p1419,Review content,accepted,1,R Programming for Bioinformatics
r1420,p1420,Review content,accepted,1,A comparison of common programming languages used in bioinformatics
r1421,p1421,Review content,accepted,1,Bringing Web 2.0 to bioinformatics
r1422,p1422,Review content,accepted,1,Swarm Intelligence Algorithms in Bioinformatics
r1423,p1423,Review content,accepted,1,A review of estimation of distribution algorithms in bioinformatics
r1424,p1424,Review content,accepted,1,"Improved structure, function and compatibility for CellProfiler: modular high-throughput image analysis software"
r1425,p1425,Review content,accepted,1,A flexible R package for nonnegative matrix factorization
r1426,p1426,Review content,rejected,0,Viewpoint Paper: Translational Bioinformatics: Coming of Age
r1427,p1427,Review content,accepted,1,Comparison and evaluation of Chinese research performance in the field of bioinformatics
r1428,p1428,Review content,accepted,1,"RCSB Protein Data Bank: biological macromolecular structures enabling research and education in fundamental biology, biomedicine, biotechnology and energy"
r1429,p1429,Review content,accepted,1,Bioinformatics Research and Applications
r1430,p1430,Review content,accepted,1,An Overview of Multi-task Learning
r1431,p1431,Review content,accepted,1,GoMiner: a resource for biological interpretation of genomic and proteomic data
r1432,p1432,Review content,accepted,1,"Bio-jETI: a service integration, design, and provisioning platform for orchestrated bioinformatics processes"
r1433,p1433,Review content,accepted,1,Bioinformatics Algorithms: Techniques and Applications
r1434,p1434,Review content,accepted,1,An Introduction to Bioinformatics for Glycomics Research
r1435,p1435,Review content,accepted,1,Protein secondary structure analyses from circular dichroism spectroscopy: methods and reference databases.
r1436,p1436,Review content,accepted,1,Bioinformatics applications for pathway analysis of microarray data.
r1437,p1437,Review content,accepted,1,Computational Intelligence in Bioinformatics
r1438,p1438,Review content,accepted,1,Applications of Fuzzy Logic in Bioinformatics
r1439,p1439,Review content,accepted,1,A multivariate von mises distribution with applications to bioinformatics
r1440,p1440,Review content,rejected,0,Data analysis and bioinformatics tools for tandem mass spectrometry in proteomics.
r1441,p1441,Review content,accepted,1,VARNA: Interactive drawing and editing of the RNA secondary structure
r1442,p1442,Review content,rejected,0,FastGroupII: A web-based bioinformatics platform for analyses of large 16S rDNA libraries
r1443,p1443,Review content,accepted,1,Bayesian methods in bioinformatics and computational systems biology
r1444,p1444,Review content,rejected,0,Protein Bioinformatics and Mixtures of Bivariate von Mises Distributions for Angular Data
r1445,p1445,Review content,accepted,1,Hidden Markov Models in Bioinformatics
r1446,p1446,Review content,rejected,0,Assigning protein functions by comparative genome analysis: protein phylogenetic profiles.
r1447,p1447,Review content,accepted,1,DNA secondary structures: stability and function of G-quadruplex structures
r1448,p1448,Review content,rejected,0,"The Taverna workflow suite: designing and executing workflows of Web Services on the desktop, web or in the cloud"
r1449,p1449,Review content,rejected,0,"A Semantic Web for bioinformatics: goals, tools, systems, applications"
r1450,p1450,Review content,accepted,1,Introduction to bioinformatics
r1451,p1451,Review content,accepted,1,Support vector machine applications in bioinformatics.
r1452,p1452,Review content,accepted,1,PlasmoDB: a functional genomic database for malaria parasites
r1453,p1453,Review content,rejected,0,Bioclipse: an open source workbench for chemo- and bioinformatics
r1454,p1454,Review content,rejected,0,"Computational Intelligence in Solving Bioinformatics Problems: Reviews, Perspectives, and Challenges"
r1455,p1455,Review content,accepted,1,Recurrent Fusion of TMPRSS2 and ETS Transcription Factor Genes in Prostate Cancer
r1456,p1456,Review content,accepted,1,The New Bioinformatics: Integrating Ecological Data from the Gene to the Biosphere
r1457,p1457,Review content,accepted,1,"Computational Intelligence in Biomedicine and Bioinformatics, Current Trends and Applications"
r1458,p1458,Review content,accepted,1,Bioinformatics for Geneticists: A Bioinformatics Primer for the Analysis of Genetic Data
r1459,p1459,Review content,accepted,1,Integrated Bioinformatics for Radiation-Induced Pathway Analysis from Proteomics and Microarray Data.
r1460,p1460,Review content,rejected,0,Fungal community analysis by high-throughput sequencing of amplified markers – a user's guide
r1461,p1461,Review content,accepted,1,Accelerating String Set Matching in FPGA Hardware for Bioinformatics Research
r1462,p1462,Review content,accepted,1,Bioinformatics for Vaccinology
r1463,p1463,Review content,rejected,0,MorphoLibJ: integrated library and plugins for mathematical morphology with ImageJ
r1464,p1464,Review content,accepted,1,GOSemSim: an R package for measuring semantic similarity among GO terms and gene products
r1465,p1465,Review content,accepted,1,The myGrid ontology: bioinformatics service discovery
r1466,p1466,Review content,accepted,1,Bioinformatics approaches in the study of cancer.
r1467,p1467,Review content,accepted,1,A Tutorial on Hierarchical Classification with Applications in Bioinformatics.
r1468,p1468,Review content,accepted,1,Biowep: a workflow enactment portal for bioinformatics applications
r1469,p1469,Review content,accepted,1,"Bioinformatics and the cell - modern computational approaches in genomics, proteomics and transcriptomics"
r1470,p1470,Review content,rejected,0,"Bioinformatics: Genes, Proteins and Computers"
r1471,p1471,Review content,accepted,1,BioWMS: a web-based Workflow Management System for bioinformatics
r1472,p1472,Review content,accepted,1,BioWeka - extending the Weka framework for bioinformatics
r1473,p1473,Review content,accepted,1,National Institute of Allergy and Infectious Diseases Bioinformatics Resource Centers: New Assets for Pathogen Informatics
r1474,p1474,Review content,accepted,1,Biskit - A software platform for structural bioinformatics
r1475,p1475,Review content,rejected,0,"Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes"
r1476,p1476,Review content,rejected,0,Development of human protein reference database as an initial platform for approaching systems biology in humans.
r1477,p1477,Review content,accepted,1,Bioinformatics and functional genomics
r1478,p1478,Review content,accepted,1,"Correction to ‘The STRING database in 2021: customizable protein–protein networks, and functional characterization of user-uploaded gene/measurement sets’"
r1479,p1479,Review content,accepted,1,Bioconductor: an open source framework for bioinformatics and computational biology.
r1480,p1480,Review content,accepted,1,"UniProtKB/Swiss-Prot, the Manually Annotated Section of the UniProt KnowledgeBase: How to Use the Entry View."
r1481,p1481,Review content,rejected,0,A gene expression database for the molecular pharmacology of cancer
r1482,p1482,Review content,accepted,1,Harnessing bioinformatics to discover new vaccines.
r1483,p1483,Review content,accepted,1,Identification through bioinformatics of two new macrophage proinflammatory human chemokines: MIP-3alpha and MIP-3beta.
r1484,p1484,Review content,rejected,0,"Data Mining. Multimedia, Soft Computing, and Bioinformatics"
r1485,p1485,Review content,accepted,1,Detailed estimation of bioinformatics prediction reliability through the Fragmented Prediction Performance Plots
r1486,p1486,Review content,accepted,1,GSVA: gene set variation analysis for microarray and RNA-Seq data
r1487,p1487,Review content,accepted,1,Structural and evolutionary bioinformatics of the SPOUT superfamily of methyltransferases
r1488,p1488,Review content,accepted,1,Viruses and interferon: a fight for supremacy
r1489,p1489,Review content,accepted,1,Creating a bioinformatics nation
r1490,p1490,Review content,accepted,1,A genomic view of alternative splicing
r1491,p1491,Review content,accepted,1,FatiGO: a web tool for finding significant associations of Gene Ontology terms with groups of genes
r1492,p1492,Review content,rejected,0,Spectral clustering and its use in bioinformatics
r1493,p1493,Review content,accepted,1,BioManager: the use of a bioinformatics web application as a teaching tool in undergraduate bioinformatics training
r1494,p1494,Review content,accepted,1,Bioinformatics for geneticists : a bioinformatics primer for the analysis of genetic data
r1495,p1495,Review content,accepted,1,Transparent access to multiple bioinformatics information sources
r1496,p1496,Review content,accepted,1,Bioinformatics—an introduction for computer scientists
r1497,p1497,Review content,accepted,1,"Classical Nuclear Localization Signals: Definition, Function, and Interaction with Importin α*"
r1498,p1498,Review content,accepted,1,Bioconda: sustainable and comprehensive software distribution for the life sciences
r1499,p1499,Review content,accepted,1,Grid Computing for Bioinformatics and Computational Biology
r1500,p1500,Review content,accepted,1,Spectral graph theory
r1501,p1501,Review content,accepted,1,Graph theory
r1502,p1502,Review content,accepted,1,Algebraic Graph Theory
r1503,p1503,Review content,accepted,1,Graph Theory with Applications
r1504,p1504,Review content,accepted,1,Introduction to graph theory
r1505,p1505,Review content,accepted,1,Application of Graph Theory for Identifying Connectivity Patterns in Human Brain Networks: A Systematic Review
r1506,p1506,Review content,accepted,1,Spectral Graph Theory
r1507,p1507,Review content,rejected,0,Graph Theory
r1508,p1508,Review content,accepted,1,Introduction to Graph Theory
r1509,p1509,Review content,accepted,1,A Guide to Conquer the Biological Network Era Using Graph Theory
r1510,p1510,Review content,accepted,1,Graph Theory
r1511,p1511,Review content,accepted,1,Graph Theory
r1512,p1512,Review content,rejected,0,Graph theory methods: applications in brain networks
r1513,p1513,Review content,rejected,0,"Electrical Networks and Algebraic Graph Theory: Models, Properties, and Applications"
r1514,p1514,Review content,accepted,1,Graph theory approaches to functional network organization in brain disorders: A critique for a brave new small-world
r1515,p1515,Review content,accepted,1,"Algebraic Graph Theory: Morphisms, Monoids and Matrices"
r1516,p1516,Review content,accepted,1,Thermal Modeling in Metal Additive Manufacturing Using Graph Theory
r1517,p1517,Review content,accepted,1,Graph Theory
r1518,p1518,Review content,rejected,0,Novel reliable routing method for engineering of internet of vehicles based on graph theory
r1519,p1519,Review content,accepted,1,Graph Theory with Applications
r1520,p1520,Review content,accepted,1,A GENERAL POSITION PROBLEM IN GRAPH THEORY
r1521,p1521,Review content,accepted,1,Topics in graph theory
r1522,p1522,Review content,rejected,0,Graph Theory
r1523,p1523,Review content,accepted,1,BRAPH: A graph theory software for the analysis of brain connectivity
r1524,p1524,Review content,accepted,1,Modern Graph Theory
r1525,p1525,Review content,accepted,1,Graph Theory and Brain Connectivity in Alzheimer’s Disease
r1526,p1526,Review content,accepted,1,Graph Theory
r1527,p1527,Review content,accepted,1,Graph Theory 1736 1936
r1528,p1528,Review content,accepted,1,Cytoscape.js: a graph theory library for visualisation and analysis
r1529,p1529,Review content,accepted,1,Study of biological networks using graph theory
r1530,p1530,Review content,accepted,1,Graph Theory-Based Pinning Synchronization of Stochastic Complex Dynamical Networks
r1531,p1531,Review content,accepted,1,"Network science and the human brain: Using graph theory to understand the brain and one of its hubs, the amygdala, in health and disease"
r1532,p1532,Review content,accepted,1,Band connectivity for topological quantum chemistry: Band structures as a graph theory problem
r1533,p1533,Review content,accepted,1,Applying Graph Theory in Ecological Research
r1534,p1534,Review content,accepted,1,"Handbook of graph theory, combinatorial optimization, and algorithms"
r1535,p1535,Review content,accepted,1,An Introduction to Bipolar Single Valued Neutrosophic Graph Theory
r1536,p1536,Review content,accepted,1,Wavelets on Graphs via Spectral Graph Theory
r1537,p1537,Review content,accepted,1,Basic Graph Theory
r1538,p1538,Review content,rejected,0,Molecular Orbital Calculations Using Chemical Graph Theory
r1539,p1539,Review content,accepted,1,A Brief Introduction to Spectral Graph Theory
r1540,p1540,Review content,accepted,1,Quantum Zero-Error Source-Channel Coding and Non-Commutative Graph Theory
r1541,p1541,Review content,accepted,1,Graph Theory And Sparse Matrix Computation
r1542,p1542,Review content,rejected,0,Graph theory
r1543,p1543,Review content,accepted,1,Algorithmic graph theory and perfect graphs
r1544,p1544,Review content,accepted,1,Three conjectures in extremal spectral graph theory
r1545,p1545,Review content,accepted,1,Rational exponents in extremal graph theory
r1546,p1546,Review content,accepted,1,Presurgery resting‐state local graph‐theory measures predict neurocognitive outcomes after brain surgery in temporal lobe epilepsy
r1547,p1547,Review content,accepted,1,Water Network Sectorization Based on Graph Theory and Energy Performance Indices
r1548,p1548,Review content,rejected,0,Evolutionary graph theory revisited: when is an evolutionary process equivalent to the Moran process?
r1549,p1549,Review content,accepted,1,Neutrosophic Graphs: A New Dimension to Graph Theory
r1550,p1550,Review content,accepted,1,The Fascinating World of Graph Theory
r1551,p1551,Review content,accepted,1,Modern Graph Theory
r1552,p1552,Review content,accepted,1,Functional connectivity and graph theory in preclinical Alzheimer's disease
r1553,p1553,Review content,accepted,1,An Introduction To The Theory Of Graph Spectra
r1554,p1554,Review content,accepted,1,A Survey on some Applications of Graph Theory in Cryptography
r1555,p1555,Review content,accepted,1,Algorithmic graph theory and perfect graphs
r1556,p1556,Review content,accepted,1,Extremal Graph Theory
r1557,p1557,Review content,rejected,0,Chemical Graph Theory
r1558,p1558,Review content,accepted,1,Graph theory in the geosciences
r1559,p1559,Review content,accepted,1,Graph Theory
r1560,p1560,Review content,accepted,1,"Handbook of Graph Theory, Second Edition"
r1561,p1561,Review content,accepted,1,Automatic cone photoreceptor segmentation using graph theory and dynamic programming
r1562,p1562,Review content,accepted,1,"Descriptive Complexity, Canonisation, and Definable Graph Structure Theory"
r1563,p1563,Review content,accepted,1,Complex brain networks: graph theoretical analysis of structural and functional systems
r1564,p1564,Review content,accepted,1,Applying Graph theory to the Internet of Things
r1565,p1565,Review content,accepted,1,Algorithm Design Using Spectral Graph Theory
r1566,p1566,Review content,accepted,1,Fuzzy Graph Theory: A Survey
r1567,p1567,Review content,accepted,1,Introduction to Graph Theory and Algebraic Graph Theory
r1568,p1568,Review content,rejected,0,Graph Theory: An Introductory Course
r1569,p1569,Review content,accepted,1,"Network meta‐analysis, electrical networks and graph theory"
r1570,p1570,Review content,accepted,1,Comparing Brain Networks of Different Size and Connectivity Density Using Graph Theory
r1571,p1571,Review content,accepted,1,A First Course in Graph Theory
r1572,p1572,Review content,accepted,1,Link Prediction Based on Graph Neural Networks
r1573,p1573,Review content,rejected,0,"Exponential Random Graph Models for Social Networks: Theory, Methods, and Applications"
r1574,p1574,Review content,accepted,1,Test-Retest Reliability of Graph Theory Measures of Structural Brain Connectivity
r1575,p1575,Review content,rejected,0,"Graph Theory, 4th Edition"
r1576,p1576,Review content,accepted,1,Graph Neural Networks Exponentially Lose Expressive Power for Node Classification
r1577,p1577,Review content,accepted,1,Recent developments in graph Ramsey theory
r1578,p1578,Review content,accepted,1,A review of evolutionary graph theory with applications to game theory
r1579,p1579,Review content,rejected,0,Using graph theory to analyze biological networks
r1580,p1580,Review content,accepted,1,Spectral Graph Theory
r1581,p1581,Review content,rejected,0,Graph theory and molecular orbitals. Total φ-electron energy of alternant hydrocarbons
r1582,p1582,Review content,accepted,1,"An $L^p$ theory of sparse graph convergence I: Limits, sparse random graph models, and power law distributions"
r1583,p1583,Review content,accepted,1,Active semi-supervised learning using sampling theory for graph signals
r1584,p1584,Review content,accepted,1,"An $L^{p}$ theory of sparse graph convergence II: LD convergence, quotients and right convergence"
r1585,p1585,Review content,accepted,1,Crystal Graph Convolutional Neural Networks for an Accurate and Interpretable Prediction of Material Properties.
r1586,p1586,Review content,accepted,1,"Algorithms, Graph Theory, and Linear Equations in Laplacian Matrices"
r1587,p1587,Review content,accepted,1,Applications of Graph Theory and Network Science to Transit Network Design
r1588,p1588,Review content,accepted,1,Local Higher-Order Graph Clustering
r1589,p1589,Review content,rejected,0,Some new results in extremal graph theory
r1590,p1590,Review content,accepted,1,Robust automatic segmentation of corneal layer boundaries in SDOCT images using graph theory and dynamic programming
r1591,p1591,Review content,accepted,1,Systemic Risk in Energy Derivative Markets: A Graph-Theory Analysis
r1592,p1592,Review content,accepted,1,Applications of Graph Theory in Computer Science
r1593,p1593,Review content,rejected,0,"Graph Theory, Combinatorics and Algorithms: Interdisciplinary Applications"
r1594,p1594,Review content,accepted,1,Relational Pooling for Graph Representations
r1595,p1595,Review content,rejected,0,Graph Embedding and Extensions: A General Framework for Dimensionality Reduction
r1596,p1596,Review content,accepted,1,Topological Graph Theory
r1597,p1597,Review content,accepted,1,Handbook of graph theory
r1598,p1598,Review content,accepted,1,Introduction to Graph and Hypergraph Theory
r1599,p1599,Review content,accepted,1,A graph‐theory algorithm for rapid protein side‐chain prediction
r1600,p1600,Review content,accepted,1,A graph‐theory algorithm for rapid protein side‐chain prediction
r1601,p1601,Review content,accepted,1,Elements of Information Theory
r1602,p1602,Review content,rejected,0,APPLICATIONS OF GRAPH THEORY IN COMPUTER SCIENCE AN OVERVIEW
r1603,p1603,Review content,accepted,1,Graph Theory in the Information Age
r1604,p1604,Review content,accepted,1,Graph Theory and Complex Networks: An Introduction
r1605,p1605,Review content,accepted,1,Assessing the vulnerability of supply chains using graph theory
r1606,p1606,Review content,accepted,1,Extremal Graph Theory
r1607,p1607,Review content,accepted,1,Functional neural network analysis in frontotemporal dementia and Alzheimer's disease using EEG and graph theory
r1608,p1608,Review content,rejected,0,Graph Theory with Applications to Engineering and Computer Science
r1609,p1609,Review content,accepted,1,Computing the shortest path: A search meets graph theory
r1610,p1610,Review content,accepted,1,Urban-Area and Building Detection Using SIFT Keypoints and Graph Theory
r1611,p1611,Review content,accepted,1,A property of eigenvectors of nonnegative symmetric matrices and its application to graph theory
r1612,p1612,Review content,accepted,1,Chemical Graph Theory
r1613,p1613,Review content,rejected,0,An Optimal Graph Theoretic Approach to Data Clustering: Theory and Its Application to Image Segmentation
r1614,p1614,Review content,rejected,0,Network Analysis of World Subway Systems Using Updated Graph Theory
r1615,p1615,Review content,rejected,0,Discovering genetic ancestry using spectral graph theory
r1616,p1616,Review content,accepted,1,Insights into the Organization of Biochemical Regulatory Networks Using Graph Theory Analyses*
r1617,p1617,Review content,rejected,0,Discrete Mathematics and Graph Theory
r1618,p1618,Review content,accepted,1,Spectral Graph Theory and Network Dependability
r1619,p1619,Review content,accepted,1,Computational Discrete Mathematics: Combinatorics and Graph Theory with Mathematica ®
r1620,p1620,Review content,accepted,1,Graph theory with applications to engineering and computer science
r1621,p1621,Review content,accepted,1,Recent Results in the Theory of Graph Spectra
r1622,p1622,Review content,accepted,1,Application of the graph theory and matrix methods to contractor ranking
r1623,p1623,Review content,accepted,1,Graph Theory and Its Applications
r1624,p1624,Review content,accepted,1,On an extremal problem in graph theory
r1625,p1625,Review content,accepted,1,Efficient Sampling Set Selection for Bandlimited Graph Signals Using Graph Spectral Proxies
r1626,p1626,Review content,accepted,1,A Graph‐Theory Framework for Evaluating Landscape Connectivity and Conservation Planning
r1627,p1627,Review content,accepted,1,Chromatic Graph Theory
r1628,p1628,Review content,accepted,1,Graph Theory. An Algorithmic Approach
r1629,p1629,Review content,rejected,0,Fundamentals of Algebraic Graph Transformation
r1630,p1630,Review content,accepted,1,Graph theory and molecular orbitals
r1631,p1631,Review content,accepted,1,What can graph theory tell us about word learning and lexical retrieval?
r1632,p1632,Review content,accepted,1,Graph Theory and Interconnection Networks
r1633,p1633,Review content,accepted,1,Spectral Graph Theory and its Applications
r1634,p1634,Review content,accepted,1,Topics in Graph Theory: Graphs and Their Cartesian Product
r1635,p1635,Review content,accepted,1,Proteins as networks: usefulness of graph theory in protein science.
r1636,p1636,Review content,accepted,1,GRAPH THEORY AND COMPLEX NETWORKS
r1637,p1637,Review content,accepted,1,Applications of graph theory to landscape genetics
