authorId,authorUrl,authorName
a1701,1381923852,J. Portell
a1702,74994858,E. Poujoulet
a1703,152138270,W. Thuillot
a1704,100932408,G. Walmsley
a1705,2107749771,A. Brown
a1706,2442541,A. Vallenari
a1707,73952658,T. Prusti
a1708,134151097,J. de Bruijne
a1709,143791896,C. Babusiaux
a1710,1401987027,C. Bailer-Jones
a1711,152151917,M. Biermann
a1712,46626369,D. Evans
a1713,1730620,L. Eyer
a1714,32344892,F. Jansen
a1715,74436622,C. Jordi
a1716,69922512,S. Klioner
a1717,46848181,U. Lammers
a1718,15438349,L. Lindegren
a1719,1767192,X. Luri
a1720,3207889,C. Panem
a1721,2307139,D. Pourbaix
a1722,4432006,S. Randich
a1723,71927189,P. Sartoretti
a1724,101171890,H. Siddiqui
a1725,12429455,C. Soubiran
a1726,152655152,F. van Leeuwen
a1727,102258974,N. Walton
a1728,153133044,Frédéric Arenou
a1729,144764990,U. Bastian
a1730,2070609003,M. Cropper
a1731,40804679,R. Drimmel
a1732,51300400,D. Katz
a1733,50307993,M. Lattanzi
a1734,1380209236,J. Bakker
a1735,144260475,C. Cacciari
a1736,123365358,J. Castañeda
a1737,74740906,L. Chaoul
a1738,98216556,N. Cheek
a1739,1921531,C. Fabricius
a1740,96771349,R. Guerra
a1741,1746422,B. Holl
a1742,98223408,E. Masana
a1743,2791555,R. Messineo
a1744,1721969,N. Mowlavi
a1745,1738450,K. Nienartowicz
a1746,3318678,P. Panuzzo
a1747,121009309,M. Riello
a1748,8207096,G. Seabroke
a1749,144143961,F. Thévenin
a1750,1388393868,G. Gracia-Abril
a1751,1411479267,G. Comoretto
a1752,1388393863,M. Garcia-Reinaldos
a1753,117662363,D. Teyssier
a1754,100811834,M. Altmann
a1755,70167034,R. Andrae
a1756,8378806,M. Audard
a1757,1388393437,I. Bellas-Velidis
a1758,49554388,K. Benson
a1759,152782845,R. Blomme
a1760,47702627,P. Burgess
a1761,74311142,G. Busso
a1762,1388363983,G. Clementini
a1763,69866224,M. Clotet
a1764,2222136,O. Creevey
a1765,117282720,M. Davidson
a1766,48361746,J. De Ridder
a1767,75039551,L. Delchambre
a1768,70677487,C. Ducourant
a1769,1402221379,J. Fernández-Hernández
a1770,73926003,M. Fouesneau
a1771,102863393,Y. Frémat
a1772,1398622611,M. García-Torres
a1773,1388393821,J. González-Núñez
a1774,1387882012,J. J. González-Vidal
a1775,52139692,E. Gosset
a1776,69421805,L. P. Guy
a1777,72223611,J. Halbwachs
a1778,2871399,N. Hambly
a1779,123218746,D. Harrison
a1780,5963274,S. Hodgkin
a1781,122358162,A. Hutton
a1782,15521875,G. Jasniewicz
a1783,1388346714,A. Jean-Antoine-Piccolo
a1784,144532854,S. Jordan
a1785,2090715287,A. Korn
a1786,1387968388,A. Krone-Martins
a1787,3821116,A. Lanzafame
a1788,74188703,T. Lebzelter
a1789,2136734485,W. L o¨
a1790,2829238,M. Manteiga
a1791,74318284,P. Marrese
a1792,1388393469,J. Martín-Fleitas
a1793,102589097,A. Moitinho
a1794,2053381357,A. Mora
a1795,74741411,J. Osinde
a1796,74872459,E. Pancino
a1797,1388393866,A. Recio-Blanco
a1798,80564463,P. J. Richards
a1799,1687843,L. Rimoldini
a1800,48229400,A. Robin
a1801,2460780,L. Sarro
a1802,9814994,C. Siopis
a1803,152736798,M. Smith
a1804,8285835,A. Sozzetti
a1805,1692687,M. Süveges
a1806,5860282,J. Torra
a1807,1455061689,W. van Reeven
a1808,102755598,U. Abbas
a1809,2136644680,A. Abreu Aramburu
a1810,74881139,S. Accart
a1811,66720029,C. Aerts
a1812,115293600,G. Altavilla
a1813,153739992,M. A. Álvarez
a1814,1401029460,R. Álvarez
a1815,2146703568,J. Alves
a1816,2107580438,R. I. Anderson
a1817,50354580,A. Andrei
a1818,2126125824,E. Anglada Varela
a1819,74307696,E. Antiche
a1820,51311931,T. Antoja
a1821,6684202,B. Arcay
a1822,6161283,T. Astraatmadja
a1823,35961150,N. Bach
a1824,49770686,S. Baker
a1825,1388393402,L. Balaguer-Núñez
a1826,4178573,P. Balm
a1827,74066107,C. Barache
a1828,97204090,C. Barata
a1829,1381923796,D. Barbato
a1830,74099533,F. Barblan
a1831,2067470,P. Barklem
a1832,3629705,D. Barrado
a1833,153178606,M. Barros
a1834,6332338,M. Barstow
a1835,2136735122,L. Bartholomé Muñoz
a1836,74767354,J. Bassilana
a1837,3222238,U. Becciani
a1838,6405438,M. Bellazzini
a1839,15995484,A. Berihuete
a1840,66260233,S. Bertone
a1841,31660155,L. Bianchi
a1842,4704949,O. Bienaymé
a1843,1388393761,S. Blanco-Cuaresma
a1844,144173243,T. Boch
a1845,72388991,C. Boeche
a1846,46769010,A. Bombrun
a1847,74466046,R. Borrachero
a1848,7750549,D. Bossini
a1849,2049781653,S. Bouquillon
a1850,71319731,G. Bourda
a1851,11843117,A. Bragaglia
a1852,49810878,L. Bramante
a1853,51241382,M. Breddels
a1854,2294237,A. Bressan
a1855,10319143,N. Brouillet
a1856,1633027550,T. Brüsemeister
a1857,74730691,E. Brugaletta
a1858,3123393,B. Bucciarelli
a1859,49161520,A. Burlacu
a1860,12380270,D. Busonero
a1861,4233144,A. Butkevich
a1862,98705819,R. Buzzi
a1863,8127958,E. Caffau
a1864,2853804,R. Cancelliere
a1865,102345630,G. Cannizzaro
a1866,1388393937,T. Cantat-Gaudin
a1867,115366079,R. Carballo
a1868,75119755,T. Carlucci
a1869,2054705837,J. M. Carrasco
a1870,114944635,L. Casamiquela
a1871,153536715,M. Castellani
a1872,1405032971,A. Castro-Ginard
a1873,4798474,P. Charlot
a1874,103580147,L. Chemin
a1875,50219594,A. Chiavassa
a1876,102037257,G. Cocozza
a1877,74537808,G. Costigan
a1878,108562646,S. Cowell
a1879,115636391,F. Crifo
a1880,104013675,M. Crosta
a1881,48429145,C. Crowley
a1882,95010673,J. Cuypers
a1883,1716961,C. Dafonte
a1884,152551309,Y. Damerdji
a1885,2063744724,A. Dapergolas
a1886,31725550,M. David
a1887,134571105,P. de Laverny
a1888,2124496136,F. De Luise
a1889,1904666517,R. De March
a1890,2080090238,R. D. de Souza
a1891,2126121737,A. D. de Torres
a1892,65967910,J. Debosscher
a1893,37786835,E. D. del Pozo
a1894,146050314,A. Delgado
a1895,41210968,H. E. Delgado
a1896,72616190,S. Diakité
a1897,145636224,E. Distefano
a1898,74614675,C. Dolding
a1899,74866484,P. Drazinos
a1900,2060903871,J. Durán
a1901,5221293,B. Edvardsson
a1902,41224831,H. Enke
a1903,121274406,K. Eriksson
a1904,73695313,P. Esquej
a1905,2136639207,G. Eynard Bontemps
a1906,153088327,C. Fabre
a1907,151112192,M. Fabrizio
a1908,75168475,S. Faigler
a1909,145488789,A. Falcão
a1910,2136643378,M. Farràs Casas
a1911,47584767,L. Federici
a1912,41220174,G. Fedorets
a1913,41175690,P. Fernique
a1914,145740367,F. Figueras
a1915,116376041,F. Filippi
a1916,71742168,K. Findeisen
a1917,102033296,A. Fonti
a1918,121241976,E. Fraile
a1919,2075337793,M. Fraser
a1920,39703528,M. Gai
a1921,12774113,S. Galleti
a1922,2624868,D. Garabato
a1923,1388393758,F. García-Sedano
a1924,40626853,A. Garofalo
a1925,3023689,N. Garralda
a1926,1381923964,A. Gavel
a1927,15980314,P. Gavras
a1928,4979758,J. Gerssen
a1929,2065884769,R. Geyer
a1930,102288152,P. Giacobbe
a1931,2069529774,G. Gilmore
a1932,145241055,S. Girona
a1933,92648515,G. Giuffrida
a1934,143702786,F. Glass
a1935,1381339121,M. Gomes
a1936,145667630,A. Gueguen
a1937,11991396,A. Guerrier
a1938,121321783,R. Gutié
a1939,69345764,R. Haigron
a1940,8592001,D. Hatzidimitriou
a1941,152934401,M. Hauser
a1942,13001530,M. Haywood
a1943,52635228,U. Heiter
a1944,5863006,A. Helmi
a1945,2086478151,J. Heu
a1946,145407478,T. Hilger
a1947,48292720,D. Hobbs
a1948,153549720,W. Hofmann
a1949,1398208118,G. Holland
a1950,40772073,H. Huckle
a1951,2158650,A. Hypki
a1952,103377292,V. Icardi
a1953,144627546,K. Janssen
a1954,2131590158,G. Jevardat de Fombelle
a1955,4189203,P. Jonker
a1956,32424316,Á. Juhász
a1957,71348593,F. Julbé
a1958,51062329,A. Karampelas
a1959,14714349,A. Kewley
a1960,39501407,J. Klar
a1961,74940717,A. Kochoska
a1962,74083099,R. Kohley
a1963,74990836,K. Kolenberg
a1964,92773221,M. Kontizas
a1965,91818335,E. Kontizas
a1966,3651157,Sergey E. Koposov
a1967,7258445,G. Kordopatis
a1968,1388385969,Z. Kostrzewa-Rutkowska
a1969,8150896,P. Koubský
a1970,2024455255,S. Lambert
a1971,2090691993,A. Lanza
a1972,48754798,Y. Lasne
a1973,102321568,J. Lavigne
a1974,2136639291,Y. Le Fustec
a1975,2080064480,C. Le Poncin-Lafitte
a1976,7931414,Y. Lebreton
a1977,66811126,S. Leccia
a1978,93739021,N. Leclerc
a1979,1388393349,I. Lecoeur-Taibi
a1980,102011143,H. Lenhardt
a1981,121747961,F. Leroux
a1982,9282790,S. Liao
a1983,41230706,E. Licata
a1984,153883340,H. Lindstrøm
a1985,34809767,T. Lister
a1986,73921372,E. Livanou
a1987,73885223,A. Lobel
a1988,2107610520,M. López
a1989,74025114,S. Managau
a1990,2059394533,R. G. Mann
a1991,113116142,G. Mantelet
a1992,2543085,O. Marchal
a1993,103213501,J. Marchant
a1994,2069242293,M. Marconi
a1995,102252827,S. Marinoni
a1996,74885528,G. Marschalkó
a1997,46367219,D. Marshall
a1998,2065755691,M. Martino
a1999,153299962,G. Marton
a2000,1410513751,N. Mary
a2001,51885784,D. Massari
a2002,88859529,G. Matijevič
a2003,91124762,T. Mazeh
a2004,145174868,P. McMillan
a2005,2800199,S. Messina
a2006,50102829,D. Michalik
a2007,117370874,N. Millar
a2008,152477891,D. Molina
a2009,48058975,R. Molinaro
a2010,38237316,L. Molnár
a2011,74110246,P. Montegriffo
a2012,103192575,R. Mor
a2013,46593480,R. Morbidelli
a2014,48127848,T. Morel
a2015,92601324,D. Morris
a2016,102107686,A. Mulone
a2017,74683487,T. Muraveva
a2018,74570751,I. Musella
a2019,83951171,G. Nelemans
a2020,145243177,L. Nicastro
a2021,1388393708,L. Noval
a2022,1388393432,D. Ordóñez-Blanco
a2023,153930467,P. Osborne
a2024,2069911866,C. Pagani
a2025,46731852,I. Pagano
a2026,49124538,F. Pailler
a2027,74720705,H. Palacin
a2028,74864645,L. Palaversa
a2029,96173082,A. Panahi
a2030,46620835,M. Pawlak
a2031,11244136,A. Piersimoni
a2032,69040604,F. Pineau
a2033,73969347,E. Plachy
a2034,103005640,G. Plum
a2035,91305793,E. Poggio
a2036,8115961,A. Prša
a2037,27719899,L. Pulone
a2038,72002793,E. Racero
a2039,48745906,S. Ragaini
a2040,104940054,N. Rambaux
a2041,1387882032,M. Ramos-lerate
a2042,5432486,S. Regibo
a2043,27337230,C. Reylé
a2044,74187757,F. Riclet
a2045,103034285,V. Ripepi
a2046,133655805,A. Riva
a2047,119298203,A. Rivard
a2048,1957487,G. Rixon
a2049,1453438869,T. Roegiers
a2050,67052753,M. Roelens
a2051,84378377,M. Romero‐Gomez
a2052,50032728,N. Rowell
a2053,145538029,F. Royer
a2054,1388393408,L. Ruiz-Dern
a2055,145823713,G. Sadowski
a2056,2136646115,T. Sagristà Sellés
a2057,4876967,J. Sahlmann
a2058,143994748,J. Salgado
a2059,103862062,E. Salguero
a2060,3039465,N. Sanna
a2061,1388363520,T. Santana-Ros
a2062,74453506,M. Sarasso
a2063,74788141,H. Savietto
a2064,6747705,M. Schultheis
a2065,2621881,E. Sciacca
a2066,103883386,M. Ségol
a2067,2640590,J. Segovia
a2068,49357808,D. Ségransan
a2069,49158566,I. Shih
a2070,75168605,L. Siltala
a2071,2110269954,A. F. Silva
a2072,40085341,R. Smart
a2073,2157445776,K. Smith
a2074,48235304,E. Solano
a2075,34168935,F. Solitro
a2076,52367256,R. Sordo
a2077,2136638460,S. Soria Nieto
a2078,52091003,J. Souchay
a2079,3410836,A. Spagna
a2080,74838816,U. Stampa
a2081,145066465,I. Steele
a2082,2294708,H. Steidelmüller
a2083,79873204,C. Stephenson
a2084,74645321,H. Stoev
a2085,102662967,F. Suess
a2086,10340421,J. Surdej
a2087,100989127,L. Szabados
a2088,1388386340,E. Szegedi-Elek
a2089,2393919,D. Tapiador
a2090,14668742,F. Taris
a2091,74722108,G. Tauran
a2092,2107226692,M. B. Taylor
a2093,2052906973,R. Teixeira
a2094,69373939,D. Terrett
a2095,101454622,P. Teyssandier
a2096,144922012,A. Titarenko
a2097,2136667634,F. Torra Clotet
a2098,2091092084,C. Turon
a2099,3436577,A. Ulla
a2100,133931472,E. Utrilla
a2101,73876164,S. Uzzi
a2102,114956906,M. Vaillant
a2103,144913966,G. Valentini
a2104,66787059,V. Valette
a2105,26583259,A. van Elteren
a2106,2136644722,E. Van Hemelryck
a2107,47097101,M. van Leeuwen
a2108,14010293,M. Vaschetto
a2109,2019894,A. Vecchiato
a2110,51920788,J. Veljanoski
a2111,91596850,Y. Viala
a2112,123742121,D. Vicente
a2113,2114457977,S. Vogt
a2114,40327377,C. von Essen
a2115,101080526,H. Voss
a2116,75168508,V. Votruba
a2117,145564906,S. Voutsinas
a2118,153713967,M. Weiler
a2119,72271363,O. Wertz
a2120,8268302,T. Wevers
a2121,104348810,Ł. Wyrzykowski
a2122,101384775,A. Yoldas
a2123,73803935,M. Žerjal
a2124,52072486,H. Ziaeepour
a2125,9924785,J. Zorec
a2126,49920371,S. Zschocke
a2127,2051891243,S. Zucker
a2128,5117704,C. Zurbach
a2129,1490644088,T. Zwitter
a2130,153866711,S. Ventura
a2131,3245770,J. Vizcaíno
a2132,1763674,E. Deutsch
a2133,8663048,A. Csordas
a2134,2801174,F. Reisinger
a2135,153566340,D. Rios
a2136,2706664,José A. Dianes
a2137,14948487,Zhi Sun
a2138,2605051,T. Farrah
a2139,2865038,N. Bandeira
a2140,2577986,P. Binz
a2141,1793133,I. Xenarios
a2142,145677256,M. Eisenacher
a2143,2058906182,Gerhard Mayer
a2144,2458899,L. Gatto
a2145,153215064,A. Campos
a2146,47071352,R. Chalkley
a2147,2060653771,Hans-Joachim Kraus
a2148,2767627,J. Albar
a2149,1401305323,S. Martínez-Bartolomé
a2150,1722884,R. Apweiler
a2151,2716422,G. Omenn
a2152,145632158,L. Martens
a2153,145801921,A. Jones
a2154,1785886,H. Hermjakob
a2155,1761220,Y. Simmhan
a2156,1809305,Beth Plale
a2157,143692736,Dennis Gannon
a2158,1411595982,E. Aceves-Bueno
a2159,5499707,A. Adeleye
a2160,4035994,M. Feraud
a2161,4092641,Yuxiong Huang
a2162,11664791,Mengya Tao
a2163,2143687245,Yi Yang
a2164,46635242,Sarah E. Anderson
a2165,2108803260,Lixia Zhang
a2166,144833678,Alexander Afanasyev
a2167,6061023,J. Burke
a2168,1716421,V. Jacobson
a2169,10179735,K. Claffy
a2170,145792285,P. Crowley
a2171,144775884,C. Papadopoulos
a2172,2108758184,Lan Wang
a2173,1727135,Beichuan Zhang
a2174,1979817,M. M. Najafabadi
a2175,2142983,Flavio Villanustre
a2176,1725285,T. Khoshgoftaar
a2177,1809915,Naeem Seliya
a2178,145539319,Randall Wald
a2179,50076239,Edin A. Muharemagic
a2180,144143227,Y. Ge
a2181,2122756037,Yan Jin
a2182,145598670,A. Stein
a2183,1519049291,Yuehong Chen
a2184,47825185,Jianghao Wang
a2185,2167479733,Jinfeng Wang
a2186,40613105,Q. Cheng
a2187,1918035,Hexiang Bai
a2188,2006212186,Mengxiao Liu
a2189,2139380,P. Atkinson
a2190,2550756,A. Colaprico
a2191,144930994,T. Silva
a2192,39933263,Catharina Olsen
a2193,2555927,L. Garofano
a2194,144268647,C. Cava
a2195,2081822014,Davide Garolini
a2196,4042457,Thaís S. Sabedot
a2197,6661692,T. Malta
a2198,38150030,S. Pagnotta
a2199,2475417,I. Castiglioni
a2200,145075623,M. Ceccarelli
a2201,1772497,Gianluca Bontempi
a2202,6902583,H. Noushmehr
a2203,144298711,Ray M. Chang
a2204,1398017043,R. Kauffman
a2205,2115746922,YoungOk Kwon
a2206,1761784,R. Tibshirani
a2207,3056361,J. Friedman
a2208,3026841,R. Lukyanenko
a2209,145008629,J. Parsons
a2210,2834370,Y. Wiersma
a2211,5139940,E. D. Minin
a2212,2307010,P. Mongeon
a2213,1398555696,Adèle Paul-Hus
a2214,34842457,C. Chinn
a2215,31200689,W. Brewer
a2216,3331987,L. Litman
a2217,2115466627,Jonathan Robinson
a2218,10781926,Tzvi Abberbock
a2219,11699416,Chaomei Chen
a2220,145325584,Jiawei Han
a2221,46833537,M. Kamber
a2222,1872945,J. Navalta
a2223,13279901,W. Stone
a2224,4985569,T. Lyons
a2225,113486819,Agustí Verde Parera
a2226,2067168019,Xavier Costa
a2227,72030295,F. Crameri
a2228,11129293,G. Shephard
a2229,4112929,P. Heron
a2230,2183955,J. Wallis
a2231,31600981,E. Rolando
a2232,1696082,C. Borgman
a2233,121828020,Ian M. Foster
a2234,1791498,R. Ghani
a2235,3005861,R. Jarmin
a2236,4505092,F. Kreuter
a2237,50187348,J. Lane
a2238,6546316,J. Montgomery
a2239,1847400,S. Olivella
a2240,2361828,Justin Grimmer
a2241,28924497,Brandon M Stewart
a2242,46354410,K. Bergen
a2243,143862033,P. Johnson
a2244,39634320,M. D. de Hoop
a2245,3462562,G. Beroza
a2246,145878647,Rob Kitchin
a2247,2686171,J. Elith
a2248,50488198,C. Graham
a2249,145803736,Robert P. Anderson
a2250,144652072,Miroslav Dudík
a2251,2147861,S. Ferrier
a2252,1830349,A. Guisan
a2253,2130462,R. Hijmans
a2254,2628877,F. Huettmann
a2255,4429495,J. Leathwick
a2256,2771547,A. Lehmann
a2257,2118398703,Jin Li
a2258,1718656,L. Lohmann
a2259,5249055,B. Loiselle
a2260,4453374,G. Manion
a2261,47729929,C. Moritz
a2262,46292352,Miguel Nakamura
a2263,9467398,Y. Nakazawa
a2264,46584835,J. Overton
a2265,143794119,A. Peterson
a2266,30352875,Steven J. Phillips
a2267,30271605,K. Richardson
a2268,1403810063,R. Scachetti-Pereira
a2269,1716301,R. Schapire
a2270,145285455,Jorge Soberón
a2271,144242153,S. Williams
a2272,46409715,M. Wisz
a2273,34674791,N. Zimmermann
a2274,145413585,Z. Stephens
a2275,2108262461,Sk Lee
a2276,3404467,F. Faghri
a2277,143775101,R. Campbell
a2278,1736467,ChengXiang Zhai
a2279,1962617,Miles Efron
a2280,2172471887,R. Iyer
a2281,2205516,M. Schatz
a2282,2162164055,S. Sinha
a2283,2779588,G. Robinson
a2284,2144586446,Jin Yang
a2285,12013287,Yuan-jie Li
a2286,50384351,Qingqing Liu
a2287,2156059845,Li Li
a2288,1500673788,Aozi Feng
a2289,2118916449,Tianyi Wang
a2290,120615721,Shuai Zheng
a2291,143908700,Anding Xu
a2292,80193067,Jun Lyu
a2293,51201495,A. Freitag
a2294,144210610,R. Meyer
a2295,32065651,Liz Whiteman
a2296,1693515,Mohammed J. Zaki
a2297,2862077,David Weintrop
a2298,2673574,Elham Beheshti
a2299,3263438,Michael S. Horn
a2300,50353939,Kai Orton
a2301,2993122,K. Jona
a2302,3021092,L. Trouille
a2303,144904732,U. Wilensky
a2304,1717534,J. Vanschoren
a2305,1764155,J. N. Rijn
a2306,1686924,B. Bischl
a2307,66444903,L. Torgo
a2308,143741583,Alberto Fernández
a2309,39558258,S. García
a2310,1924061,M. Galar
a2311,1793286,R. Prati
a2312,3022672,B. Krawczyk
a2313,1699069,F. Herrera
a2314,36267262,Jennifer Shirk
a2315,1398681143,A. Miller‐Rushing
a2316,21679677,J. Parrish
a2317,1910268,Anne-Wil Harzing
a2318,2071049,Satu Alakangas
a2319,3185333,D. Lazer
a2320,144994682,A. Pentland
a2321,1783914,D. Watts
a2322,2413779,Sinan Aral
a2323,2631417,S. Athey
a2324,67128030,N. Contractor
a2325,2202119,Deen Freelon
a2326,1404609254,Sandra González-Bailón
a2327,1791413,H. Margetts
a2328,46548784,Alondra Nelson
a2329,1925509,Matthew J. Salganik
a2330,1743043,M. Strohmaier
a2331,80273596,A. Vespignani
a2332,144065562,Claudia Wagner
a2333,34355283,Dhavan V. Shah
a2334,2202554,J. Cappella
a2335,35339521,W. R. Neuman
a2336,144643621,M. McNutt
a2337,3360366,K. Lehnert
a2338,47283959,B. Hanson
a2339,2862527,Brian A. Nosek
a2340,2405804,A. Ellison
a2341,34636703,J. King
a2342,22150984,J. Driscoll
a2343,46245866,Aart C. Kraay
a2344,3479659,F. Mazzocchi
a2345,1748808,Xindong Wu
a2346,1694121,Xingquan Zhu
a2347,3114399,Gongqing Wu
a2348,143911565,W. Ding
a2349,119524764,Andrew Bell
a2350,49018948,Wes McKinney
a2351,1767465,S. Kelling
a2352,144086902,D. Fink
a2353,7479156,F. A. La Sorte
a2354,39535060,A. Johnston
a2355,49066081,Nicholas E. Bruns
a2356,2412541,W. Hochachka
a2357,33946475,T. Karl
a2358,8405112,A. Arguez
a2359,108015802,B. Huang
a2360,2647715,J. Lawrimore
a2361,38015204,J. Mcmahon
a2362,40006660,M. Menne
a2363,5720253,T. Peterson
a2364,4123515,R. Vose
a2365,107931017,Huai-min Zhang
a2366,145894068,F. J. Smith
a2367,145154843,S. Ovchinnikov
a2368,2326313,Hahnbeom Park
a2369,3048429,N. Varghese
a2370,2148759061,Po-Ssu Huang
a2371,2013413,G. Pavlopoulos
a2372,1409917275,David E. Kim
a2373,3191344,Hetunandan Kamisetty
a2374,2805081,N. Kyrpides
a2375,2113506991,David Baker
a2376,2816799,P. Freedson
a2377,2327334,E. Melanson
a2378,6370820,J. Sirard
a2379,3185893,T. McCormick
a2380,121406180,Hedwig Lee
a2381,7363052,N. Cesare
a2382,2204469,A. Shojaie
a2383,3003737,Emma S. Spiro
a2384,1725126,L. Bornmann
a2385,2695626,Rüdiger Mutz
a2386,1686308,F. Aurenhammer
a2387,2004577537,Weiqi Wang
a2388,143804377,E. Krishnan
a2389,144822493,S. Fritz
a2390,145098716,L. See
a2391,1902238,Tyler Carlson
a2392,2640550,M. Haklay
a2393,40398248,J. L. Oliver
a2394,25667104,D. Fraisl
a2395,118795471,R. Mondardini
a2396,147425146,M. Brocklehurst
a2397,40147795,L. Shanley
a2398,2465891,U. Wehn
a2399,108500854,T. Abrate
a2400,144634870,J. Anstee
a2401,40602524,S. Arnold
a2402,2138742516,M. Billot
a2403,152777917,Jillian Campbell
a2404,119055206,J. Espey
a2405,50880147,M. Gold
a2406,116273401,G. Hager
a2407,2115300587,Shan He
a2408,147318011,L. Hepburn
a2409,4459489,A. Hsu
a2410,48811688,Deborah Long
a2411,145039173,J. Masó
a2412,2969337,I. Mccallum
a2413,87173712,M. Muniafu
a2414,15571833,I. Moorthy
a2415,2673730,M. Obersteiner
a2416,1383546131,A. Parker
a2417,2091983465,Maike Weißpflug
a2418,2105996089,Sarah West
a2419,83587364,W. D. Wright
a2420,6652932,M. Head
a2421,3884621,L. Holman
a2422,5325261,R. Lanfear
a2423,12670573,A. Kahn
a2424,3495787,M. Jennions
a2425,1761560,Lokman I. Meho
a2426,38994721,Kiduk Yang
a2427,48107633,J. V. Van Horn
a2428,1699926,A. Toga
a2429,1379575305,C. Kletzing
a2430,2105985603,W. Kurth
a2431,2451498,M. Acuna
a2432,144386961,R. Macdowall
a2433,39417798,R. Torbert
a2434,4941227,T. Averkamp
a2435,30571629,D. Bodet
a2436,144472893,S. Bounds
a2437,7695765,M. Chutter
a2438,144520577,J. Connerney
a2439,97919438,D. Crawford
a2440,40827677,J. Dolan
a2441,36645616,R. Dvorský
a2442,4007566,G. Hospodarsky
a2443,153644146,J. Howard
a2444,6030811,V. Jordanova
a2445,113494752,R. Johnson
a2446,47730357,D. Kirchner
a2447,14394636,B. Mokrzycki
a2448,72145706,G. Needell
a2449,153141242,J. Odom
a2450,2069935795,D. Mark
a2451,8485029,R. Pfaff
a2452,50679726,J. R. Phillips
a2453,143914383,C. Piker
a2454,153527897,S. Remington
a2455,39022066,D. Rowland
a2456,3695204,O. Santolík
a2457,34577054,R. Schnurr
a2458,67343435,D. Sheppard
a2459,2216293189,C. Smith
a2460,145900285,R. Thorne
a2461,115400115,J. Tyler
a2462,1753785,V. Batagelj
a2463,3507117,T. Murdoch
a2464,4648711,A. Detsky
a2465,4827532,Karen Colorafi
a2466,7784458,B. Evans
a2467,145531067,H. Jagadish
a2468,1708677,E. Dart
a2469,49170176,Lauren Rotman
a2470,145765359,B. Tierney
a2471,2054584107,Mary Hester
a2472,2386943,J. Zurawski
a2473,33503698,J. Wardlaw
a2474,2065826420,Rosa Arias
a2475,143747427,J. Piera
a2476,7025219,M. Penker
a2477,4231256,Leopold Talirz
a2478,41192168,Snehal Kumbhar
a2479,153577509,Elsa Passaro
a2480,32564579,Aliaksandr V. Yakutovich
a2481,2070963930,Valeria Granata
a2482,46272828,F. Gargiulo
a2483,2075042177,Marco Borelli
a2484,32077722,M. Uhrin
a2485,145209987,Sebastiaan P. Huber
a2486,2011365,Spyros Zoupanos
a2487,40757803,C. Adorf
a2488,35766258,C. Andersen
a2489,2361776,O. Schütt
a2490,2460146,C. Pignedoli
a2491,2156318,D. Passerone
a2492,3298584,J. VandeVondele
a2493,35060564,T. Schulthess
a2494,34303113,G. Pizzi
a2495,2292631,N. Marzari
a2496,3181960,Junfei Qiu
a2497,145447232,Qi-hui Wu
a2498,1788703,Guoru Ding
a2499,1409931639,Yuhua Xu
a2500,145340634,S. Feng
a2501,2232440,Melissa P. Johnston
a2502,144714309,D. Silverman
a2503,65734036,Chikio Hayashi
a2504,32009627,R. Perrucci
a2505,50408652,C. Perrucci
a2506,104316440,M. Subramaniam
a2507,48667560,G. Ryan
a2508,2013947833,H. Bernard
a2509,2109834659,Manish Gupta
a2510,144407304,Jing Gao
a2511,1682418,C. Aggarwal
a2512,2229279,V. Kiselev
a2513,47902704,Andrew Yiu
a2514,3241106,M. Hemberg
a2515,88691091,The Ligo Scientific Collaboration
a2516,102513226,T. V. C. J. Aasi
a2517,121311089,J. Abadie
a2518,144712587,B. Abbott
a2519,48938203,R. Abbott
a2520,102856569,T. Abbott
a2521,1380953612,M. Abernathy
a2522,6582042,T. Accadia
a2523,2563453,F. Acernese
a2524,145001416,C. Adams
a2525,143792023,T. Adams
a2526,1381240211,R. Adhikari
a2527,3550923,C. Affeldt
a2528,5592007,M. Agathos
a2529,103246067,N. Aggarwal
a2530,100791172,O. Aguiar
a2531,152299421,P. Ajith
a2532,73600828,B. Allen
a2533,102924556,A. Allocca
a2534,143996884,E. Ceron
a2535,1380953832,D. Amariutei
a2536,2107581119,R. Anderson
a2537,1383233033,W. Anderson
a2538,152910390,K. Arai
a2539,47031982,M. Araya
a2540,1380955063,C. Arceneaux
a2541,1380954863,J. Areeda
a2542,98712449,S. Ast
a2543,1387831352,S. Aston
a2544,5395758,P. Astone
a2545,6636796,P. Aufmuth
a2546,4965024,C. Aulbert
a2547,66874409,L. Austin
a2548,1382508667,B. Aylott
a2549,81361187,S. Babak
a2550,152961447,P. Baker
a2551,2662819,G. Ballardin
a2552,48716209,S. Ballmer
a2553,5112255,J. Barayoga
a2554,152309972,D. Barker
a2555,30031177,S. Barnum
a2556,145657116,F. Barone
a2557,40530443,B. Barr
a2558,144372778,L. Barsotti
a2559,2715941,M. Barsuglia
a2560,5811121,M. Barton
a2561,6317507,I. Bartos
a2562,3980110,R. Bassiri
a2563,144586883,A. Basti
a2564,5550837,J. Batch
a2565,4146753,J. Bauchrowitz
a2566,1866227,T. Bauer
a2567,98498449,M. Bebronne
a2568,50183341,B. Behnke
a2569,41186371,M. Bejger
a2570,5378283,M. Beker
a2571,50559910,A. Bell
