authorId,authorUrl,authorName
a2196,114868325,J. Bruijne
a2197,47275529,T. Butterley
a2198,144618418,J. Carrasco
a2199,123365358,J. Castañeda
a2200,2107297328,J. Clark
a2201,1388363983,G. Clementini
a2202,7515149,C. Copperwheat
a2203,72719702,M. Cropper
a2204,2065586,G. Damljanovic
a2205,117282720,M. Davidson
a2206,145944334,C. Davis
a2207,4615228,M. Dennefeld
a2208,2078967,V. Dhillon
a2209,74614675,C. Dolding
a2210,41206058,M. Dominik
a2211,73695313,P. Esquej
a2212,1730620,L. Eyer
a2213,1921531,C. Fabricius
a2214,49246662,M. Fridman
a2215,16285777,D. Froebrich
a2216,3023689,N. Garralda
a2217,3882259,A. Gomboc
a2218,2092886348,J. J. Gonz'alez-Vidal
a2219,96771349,R. Guerra
a2220,2871399,N. Hambly
a2221,94290150,L. Hardy
a2222,1746422,B. Holl
a2223,90392287,A. Hourihane
a2224,7249079,J. Japelj
a2225,8120006,D. A. Kann
a2226,3948186,C. Kiss
a2227,103298269,C. Knigge
a2228,2071243231,U. Kolb
a2229,102747600,S. Komossa
a2230,1404850555,'A. K'osp'al
a2231,2064566456,G. Kov'acs
a2232,49200970,M. Kun
a2233,103021875,G. Leto
a2234,40264889,F. Lewis
a2235,8464227,S. Littlefair
a2236,72924276,C. Mundell
a2237,145362948,Z. Nagy
a2238,97506224,D. Padeletti
a2239,74864645,L. Palaversa
a2240,95636954,A. Pigulski
a2241,39225761,M. Pretorius
a2242,117676906,W. V. Reeven
a2243,122952772,V. Ribeiro
a2244,67052753,M. Roelens
a2245,50032728,N. Rowell
a2246,8340012,N. Schartel
a2247,143702835,A. Scholz
a2248,6491616,A. Schwope
a2249,88708678,B. SipHocz
a2250,1820048,S. Smartt
a2251,2149038804,M. Smith
a2252,102388377,I. Serraller
a2253,115953464,D. Steeghs
a2254,100989127,L. Szabados
a2255,1388386340,E. Szegedi-Elek
a2256,2953615,P. Tisserand
a2257,7808911,L. Tomasella
a2258,7865764,S. Velzen
a2259,102677789,P. Whitelock
a2260,145903745,R. Wilson
a2261,2232766950,D. Young
a2262,38612853,G. Giuliani
a2263,143674226,G. Câmara
a2264,3175729,B. Killough
a2265,32312181,S. Minchin
a2266,2686171,J. Elith
a2267,2250048498,Catherine H. Graham
a2268,2264921278,Robert P. Anderson
a2269,2264411903,Miroslav Dudı́k
a2270,2262660352,Simon Ferrier
a2271,1830349,A. Guisan
a2272,2130462,R. Hijmans
a2273,2628877,F. Huettmann
a2274,4429495,J. Leathwick
a2275,2239580655,Anthony Lehmann
a2276,2265298921,Jin Li
a2277,2243570610,Lúcia G. Lohmann
a2278,5249055,Bette A. Loiselle
a2279,4453374,G. Manion
a2280,2252770872,Craig Moritz
a2281,2264628925,Miguel Nakamura
a2282,2264432703,Yoshinori Nakazawa
a2283,2239585787,J. M. Overton
a2284,2252257837,A. T. Peterson
a2285,30352875,Steven J. Phillips
a2286,2264523031,Karen Richardson
a2287,1403810063,R. Scachetti-Pereira
a2288,1716301,R. Schapire
a2289,2060434571,Jorge Soberón
a2290,2265340385,Stephen Williams
a2291,46409715,M. Wisz
a2292,34674791,N. Zimmermann
a2293,143741583,Alberto Fernández
a2294,39558258,S. García
a2295,1924061,M. Galar
a2296,1793286,R. Prati
a2297,3022672,B. Krawczyk
a2298,1699069,F. Herrera
a2299,143644441,D. Unni
a2300,33750513,S. Moxon
a2301,2163000,M. Bada
a2302,144380319,Matthew H. Brush
a2303,46296109,R. Bruskiewich
a2304,2633566,P. Clemons
a2305,2418846,V. Dancík
a2306,4310025,K. Fecho
a2307,49951676,Gwênlyn Glusman
a2308,89929436,J. Hadlock
a2309,40404712,N. Harris
a2310,9452204,Arpita Joshi
a2311,49074845,Timothy Putman
a2312,38957133,Guangrong Qin
a2313,35475748,S. Ramsey
a2314,6424669,Kent A. Shefchek
a2315,1782962,H. Solbrig
a2316,48228268,Karthik Soman
a2317,2160538135,Anne Thessen
a2318,1976792,M. Haendel
a2319,3252077,C. Bizon
a2320,52038267,C. Mungall
a2321,2160538158,the Biomedical Data Translator Consortium
a2322,153866711,S. Ventura
a2323,34842457,C. Chinn
a2324,31200689,W. Brewer
a2325,144143227,Y. Ge
a2326,2122756037,Yan Jin
a2327,145598670,A. Stein
a2328,1519049291,Yuehong Chen
a2329,47825185,Jianghao Wang
a2330,2167479733,Jinfeng Wang
a2331,40613105,Q. Cheng
a2332,1918035,Hexiang Bai
a2333,2006212186,Mengxiao Liu
a2334,2139380,P. Atkinson
a2335,145413585,Z. Stephens
a2336,2108262461,Sk Lee
a2337,3404467,F. Faghri
a2338,143775101,R. Campbell
a2339,1736467,ChengXiang Zhai
a2340,1962617,Miles Efron
a2341,2172471887,R. Iyer
a2342,2241595996,S. Sinha
a2343,2779588,G. Robinson
a2344,22150984,J. Driscoll
a2345,46245866,Aart C. Kraay
a2346,2862077,David Weintrop
a2347,2673574,Elham Beheshti
a2348,3263438,Michael S. Horn
a2349,50353939,Kai Orton
a2350,2993122,K. Jona
a2351,3021092,L. Trouille
a2352,144904732,U. Wilensky
a2353,145878647,Rob Kitchin
a2354,145170400,James Franklin
a2355,2851395,Zhuozhao Li
a2356,31677746,Y. Babuji
a2357,153642873,A. Woodard
a2358,143666627,M. Franklin
a2359,1872945,J. Navalta
a2360,13279901,W. Stone
a2361,4985569,T. Lyons
a2362,35080347,S. Juggins
a2363,1693515,Mohammed J. Zaki
a2364,2264847665,Raymond Kurzweil
a2365,72030295,F. Crameri
a2366,11129293,G. Shephard
a2367,4112929,P. Heron
a2368,121828020,Ian M. Foster
a2369,1791498,R. Ghani
a2370,3005861,Ron S. Jarmin
a2371,4505092,F. Kreuter
a2372,50187348,J. Lane
a2373,6652932,M. Head
a2374,3884621,L. Holman
a2375,5325261,R. Lanfear
a2376,12670573,A. Kahn
a2377,3495787,M. Jennions
a2378,144298711,Ray M. Chang
a2379,1398017043,R. Kauffman
a2380,2115746922,YoungOk Kwon
a2381,32009627,R. Perrucci
a2382,50408652,C. Perrucci
a2383,104316440,M. Subramaniam
a2384,6546316,J. Montgomery
a2385,1847400,S. Olivella
a2386,51201495,A. Freitag
a2387,144210610,R. Meyer
a2388,32065651,Liz Whiteman
a2389,7479156,F. L. La Sorte
a2390,49066081,Nicholas E. Bruns
a2391,2232440,Melissa P. Johnston
a2392,34355283,Dhavan V. Shah
a2393,2202554,J. Cappella
a2394,35339521,W. R. Neuman
a2395,1717534,J. Vanschoren
a2396,1764155,J. N. Rijn
a2397,1686924,B. Bischl
a2398,66444903,Luís Torgo
a2399,2816799,P. Freedson
a2400,2327334,E. Melanson
a2401,6370820,J. Sirard
a2402,143753210,P. Jain
a2403,46777872,Sean C. P. Coogan
a2404,40963426,Sriram Ganapathi Subramanian
a2405,32755716,Mark Crowley
a2406,2111122689,Steve Taylor
a2407,2704353,M. Flannigan
a2408,3479659,F. Mazzocchi
a2409,36267262,Jennifer Shirk
a2410,1398681143,A. Miller‐Rushing
a2411,21679677,J. Parrish
a2412,2144586446,Jin Yang
a2413,12013287,Yuan-jie Li
a2414,50384351,Qingqing Liu
a2415,2156059845,Li Li
a2416,1500673788,Aozi Feng
a2417,2118916449,Tianyi Wang
a2418,120615721,Shuai Zheng
a2419,143908700,Anding Xu
a2420,80193067,Jun Lyu
a2421,119524764,Andrew Bell
a2422,2471173,V. Angelopoulos
a2423,69393966,P. Cruce
a2424,49768621,A. Drozdov
a2425,1396348860,E. Grimes
a2426,1712502,N. Hatzigeorgiu
a2427,50427696,D. A. King
a2428,1505173174,J. Lewis
a2429,52117448,J. McTiernan
a2430,2251561511,D. Roberts
a2431,92166364,C. Russell
a2432,1867102,T. Hori
a2433,47441985,Y. Kasahara
a2434,37496780,A. Kumamoto
a2435,29354076,A. Matsuoka
a2436,103348900,Y. Miyashita
a2437,102395707,Y. Miyoshi
a2438,2275988,I. Shinohara
a2439,50132625,M. Teramoto
a2440,49472405,J. Faden
a2441,34789498,A. Halford
a2442,145548821,M. McCarthy
a2443,48665985,R. Millan
a2444,36568416,J. Sample
a2445,152798022,D. Smith
a2446,4786104,L. Woodger
a2447,38560899,A. Masson
a2448,2269328759,A. A. Narock
a2449,6854999,K. Asamura
a2450,122709352,T. F. Chang
a2451,4580652,C. Chiang
a2452,50705556,Y. Kazama
a2453,5728108,K. Keika
a2454,145778942,S. Matsuda
a2455,51359394,T. Segawa
a2456,48531172,K. Seki
a2457,12181778,M. Shoji
a2458,103156161,S. Tam
a2459,49085878,N. Umemura
a2460,2124209195,B.‐J. Wang
a2461,2108648342,S. Wang
a2462,2598470,R. Redmon
a2463,2219820470,J. Rodriguez
a2464,48575553,H. Singer
a2465,3207319,J. Vandegriff
a2466,152804085,S. Abe
a2467,51360366,M. Nosé
a2468,2515314,A. Shinbori
a2469,120394465,Y.‐M. Tanaka
a2470,50269052,S. Ueno
a2471,50793496,L. Andersson
a2472,95707198,C. Fowler
a2473,5703202,J. Halekas
a2474,49284100,T. Hara
a2475,152389393,Y. Harada
a2476,73258392,C. Lee
a2477,5109628,R. Lillis
a2478,145060102,D. Mitchell
a2479,4036892,M. Argall
a2480,6260435,K. Bromund
a2481,144552065,J. Burch
a2482,32718479,I. Cohen
a2483,2439032,M. Galloy
a2484,80664432,B. Giles
a2485,1381388131,A. Jaynes
a2486,8591143,O. Le Contel
a2487,101173652,M. Oka
a2488,143829834,T. Phan
a2489,3456724,J. Westlake
a2490,1388132714,F. Wilder
a2491,50281013,S. Bale
a2492,49463303,R. Livi
a2493,83307376,M. Pulupa
a2494,69839541,P. Whittlesey
a2495,144543572,A. Dewolfe
a2496,153595768,B. Harter
a2497,2055561583,E. Lucas
a2498,2772586,U. Auster
a2499,2131784186,J. Bonnell
a2500,8126963,C. Cully
a2501,47985023,E. Donovan
a2502,144964826,R. Ergun
a2503,36127590,H. Frey
a2504,144059350,B. Jackel
a2505,4125205,A. Keiling
a2506,94480745,H. Korth
a2507,50559423,J. Mcfadden
a2508,144062785,Y. Nishimura
a2509,4410741,F. Plaschke
a2510,49517972,P. Robert
a2511,31828452,D. Turner
a2512,3745887,J. Weygand
a2513,6563164,R. Candey
a2514,2157210945,R. C. Johnson
a2515,52627180,T. Kovalick
a2516,2107808974,M. Liu
a2517,91795514,R. McGuire
a2518,144133785,A. Breneman
a2519,102810189,K. Kersten
a2520,145343197,P. Schroeder
a2521,145154843,S. Ovchinnikov
a2522,2326313,Hahnbeom Park
a2523,3048429,N. Varghese
a2524,2148759061,Po-Ssu Huang
a2525,2013413,Georgios A. Pavlopoulos
a2526,1409917275,David E. Kim
a2527,3191344,Hetunandan Kamisetty
a2528,2805081,N. Kyrpides
a2529,2113506991,David Baker
a2530,1910268,Anne-Wil Harzing
a2531,2071049,Satu Alakangas
a2532,1686308,F. Aurenhammer
a2533,2745364,D. Agotai
a2534,145792341,J. M. Heberling
a2535,2138726249,Joseph T. Miller
a2536,15023778,Daniel Noesgaard
a2537,21516474,Scott B. Weingart
a2538,49448190,D. Schigel
a2539,1761560,Lokman I. Meho
a2540,38994721,Kiduk Yang
a2541,2361828,Justin Grimmer
a2542,28924497,Brandon M Stewart
a2543,2286709640,Gordon D. Booth
a2544,2286251358,George E. P. Box
a2545,2286250280,William G. Hunter
a2546,2286265032,J. S. Hunter
a2547,3026841,R. Lukyanenko
a2548,145008629,J. Parsons
a2549,2834370,Y. Wiersma
a2550,145894068,F. J. Smith
a2551,31823352,C. Yang
a2552,32780423,Qunying Huang
a2553,2574686,Zhenlong Li
a2554,2146385158,Kai Liu
a2555,46183721,F. Hu
a2556,65734036,Chikio Hayashi
a2557,11898127,G. R. Schleder
a2558,93993846,A. C. Padilha
a2559,152541090,C. M. Acosta
a2560,144194651,M. Costa
a2561,145385217,A. Fazzio
a2562,48667560,G. Ryan
a2563,2013947833,H. Bernard
a2564,10343838,Jody W. Enck
a2565,144822493,S. Fritz
a2566,145098716,L. See
a2567,1902238,Tyler Carlson
a2568,40398248,J. L. Oliver
a2569,147425146,M. Brocklehurst
a2570,40147795,L. Shanley
a2571,2465891,U. Wehn
a2572,108500854,T. Abrate
a2573,144634870,J. Anstee
a2574,40602524,S. Arnold
a2575,2138742516,M. Billot
a2576,152777917,Jillian Campbell
a2577,119055206,J. Espey
a2578,2115300587,Shan He
a2579,147318011,L. Hepburn
a2580,4459489,A. Hsu
a2581,48811688,Deborah Long
a2582,145039173,J. Masó
a2583,2969337,I. Mccallum
a2584,87173712,M. Muniafu
a2585,15571833,I. Moorthy
a2586,2673730,M. Obersteiner
a2587,1383546131,A. Parker
a2588,2091983465,Maike Weißpflug
a2589,2105996089,Sarah West
a2590,144643621,M. McNutt
a2591,3360366,K. Lehnert
a2592,47283959,B. Hanson
a2593,2862527,Brian A. Nosek
a2594,2405804,A. Ellison
a2595,34636703,J. King
a2596,2229279,V. Kiselev
a2597,47902704,Andrew Yiu
a2598,3241106,M. Hemberg
a2599,4827532,Karen Colorafi
a2600,7784458,B. Evans
a2601,35157864,W. Cleveland
a2602,144714309,D. Silverman
a2603,1700820,P. Smaldino
a2604,3657451,R. Mcelreath
a2605,1725126,L. Bornmann
a2606,2695626,Rüdiger Mutz
a2607,2109834659,Manish Gupta
a2608,144407304,Jing Gao
a2609,2061225608,H. kaur
a2610,2506803,H. Pannu
a2611,2718975,A. Malhi
a2612,1471926233,S. Carroll
a2613,123669022,Edit Herczog
a2614,6438331,M. Hudson
a2615,2054364579,Keith Russell
a2616,37584921,S. Stall
a2617,3025949,L. Tedersoo
a2618,15988936,R. Küngas
a2619,20867607,E. Oras
a2620,119701372,Kajar Köster
a2621,2027463081,Helen Eenmaa
a2622,2435948,Ä. Leijen
a2623,3222434,M. Pedaste
a2624,145339509,Marju Raju
a2625,101236232,A. Astapova
a2626,2121289310,Heli Lukner
a2627,5340715,Karin Kogermann
a2628,35613745,T. Sepp
a2629,1753785,V. Batagelj
a2630,145531067,H. V. Jagadish
a2631,11486280,N. Ohsumi
a2632,100590897,K. Yajima
a2633,35098477,H. Bock
a2634,47401919,Y. Baba
a2635,2515446,A. Rizzi
a2636,34724546,M. Vichi
a2637,2336959,M. Schader
a2638,144366978,W. Gaul
a2639,2183955,J. Wallis
a2640,31600981,E. Rolando
a2641,1696082,C. Borgman
a2642,3181960,Junfei Qiu
a2643,145447232,Qi-hui Wu
a2644,1788703,Guoru Ding
a2645,1409931639,Yuhua Xu
a2646,145340634,S. Feng
a2647,2193799,Tim Hulsen
a2648,34734228,S. Jamuar
a2649,143920977,A. Moody
a2650,5190887,J. Karnes
a2651,143833453,O. Varga
a2652,73773486,Stine Hedensted
a2653,1836456,R. Spreafico
a2654,2044599,D. Hafler
a2655,15210212,E. McKinney
a2656,2314246,Huchang Liao
a2657,2087083011,Ming Tang
a2658,8043060,L. Luo
a2659,49673304,Chunyang Li
a2660,1682727,F. Chiclana
a2661,145681778,Xiao-Jun Zeng
a2662,3185333,D. Lazer
a2663,144994682,A. Pentland
a2664,1783914,D. Watts
a2665,2413779,Sinan Aral
a2666,2631417,S. Athey
a2667,67128030,N. Contractor
a2668,2202119,Deen Freelon
a2669,1404609254,Sandra González-Bailón
a2670,1791413,H. Margetts
a2671,46548784,Alondra Nelson
a2672,1925509,Matthew J. Salganik
a2673,1743043,M. Strohmaier
a2674,80273596,A. Vespignani
a2675,144065562,Claudia Wagner
a2676,98509479,F. Masci
a2677,1781751,R. Laher
a2678,3533262,B. Rusholme
a2679,3006546,D. Shupe
a2680,144051600,S. Groom
a2681,100772029,J. Surace
a2682,153478396,E. Jackson
a2683,122746304,R. Beck
a2684,143836959,D. Flynn
a2685,98721303,S. Terek
a2686,50226082,W. Landry
a2687,102462175,Eugean Hacopians
a2688,103656089,V. Desai
a2689,38970966,J. Howell
a2690,2652333,T. Brooke
a2691,2838311,D. Imel
a2692,144196928,S. Wachter
a2693,104345431,Q. Ye
a2694,2238210955,H. Lin
a2695,2227724828,S. B. Cenko
a2696,7696779,V. Cunningham
a2697,1785544,U. Rebbapragada
a2698,2535979,B. Bue
a2699,2227086104,A. A. Miller
a2700,46417733,E. Bellm
a2701,2121223,V. Golkhou
a2702,69840482,E. Ofek
a2703,50883563,R. Walters
a2704,6313748,R. Dekany
a2705,2249172848,T. Kupfer
a2706,102582940,K. Burdge
a2707,145312429,C. Cannella
a2708,119933945,T. Barlow
a2709,67054670,A. V. Sistine
a2710,152569579,M. Giomi
a2711,1379566234,C. Fremling
a2712,144281321,D. Levitan
a2713,46195344,R. Riddle
a2714,2238177941,Roger Smith
a2715,1777111,G. Helou
a2716,2237799672,T. Prince
a2717,88691091,The Ligo Scientific Collaboration
a2718,102513226,T. V. C. J. Aasi
a2719,121311089,J. Abadie
a2720,144712587,B. Abbott
a2721,48938203,R. Abbott
a2722,102856569,T. Abbott
a2723,1380953612,M. Abernathy
a2724,6582042,T. Accadia
a2725,2563453,F. Acernese
a2726,145001416,C. Adams
a2727,143792023,T. Adams
a2728,1381240211,R. Adhikari
a2729,3550923,C. Affeldt
a2730,5592007,M. Agathos
a2731,103246067,N. Aggarwal
a2732,100791172,O. Aguiar
a2733,152299421,P. Ajith
a2734,73600828,B. Allen
a2735,102924556,A. Allocca
a2736,143996884,E. Ceron
a2737,1380953832,D. Amariutei
a2738,2107581119,R. Anderson
a2739,1383233033,W. Anderson
a2740,152910390,K. Arai
a2741,47031982,M. Araya
a2742,1380955063,C. Arceneaux
a2743,1380954863,J. Areeda
a2744,98712449,S. Ast
a2745,1387831352,S. Aston
a2746,5395758,P. Astone
a2747,6636796,P. Aufmuth
a2748,4965024,C. Aulbert
a2749,66874409,L. Austin
a2750,1382508667,B. Aylott
a2751,81361187,S. Babak
a2752,152961447,P. Baker
a2753,2662819,G. Ballardin
a2754,48716209,S. Ballmer
a2755,5112255,J. Barayoga
a2756,152309972,D. Barker
a2757,30031177,S. Barnum
a2758,145657116,F. Barone
a2759,40530443,B. Barr
a2760,144372778,L. Barsotti
a2761,2715941,M. Barsuglia
a2762,5811121,M. Barton
a2763,6317507,I. Bartos
a2764,3980110,R. Bassiri
a2765,144586883,A. Basti
a2766,5550837,J. Batch
a2767,4146753,J. Bauchrowitz
a2768,2228355632,T. Bauer
a2769,98498449,M. Bebronne
a2770,50183341,B. Behnke
a2771,41186371,M. Bejger
a2772,5378283,M. Beker
a2773,2227066384,A. Bell
a2774,50636363,C. Bell
a2775,5043909,I. Belopolski
a2776,37774270,G. Bergmann
a2777,1388229789,J. Berliner
a2778,133566464,A. Bertolini
a2779,35251713,D. Bessis
a2780,102803299,J. Betzwieser
a2781,102314556,P. Beyersdorf
a2782,6071041,T. Bhadbhade
a2783,103182223,I. Bilenko
a2784,3537459,G. Billingsley
a2785,145900192,J. Birch
a2786,3928470,M. Bitossi
a2787,145438043,M. Bizouard
a2788,143852361,E. Black
a2789,123783904,J. K. Blackburn
a2790,3698756,L. Blackburn
a2791,144115019,D. Blair
a2792,114453849,M. Blom
a2793,50420291,O. Bock
a2794,102247113,T. Bodiya
a2795,102299016,M. Boer
a2796,3351144,C. Bogan
a2797,30967961,C. Bond
a2798,48250691,F. Bondu
a2799,144238189,L. Bonelli
a2800,7020798,R. Bonnand
a2801,152234860,R. Bork
a2802,47440339,M. Born
a2803,49182948,S. Bose
a2804,145709012,L. Bosi
a2805,48278251,J. Bowers
a2806,2661434,C. Bradaschia
a2807,145260172,P. Brady
a2808,2073793837,V. Braginsky
a2809,4296065,M. Branchesi
a2810,1766849,C. Brannen
a2811,2264548173,J. Brau
a2812,1968739,J. Breyer
a2813,48198376,T. Briant
a2814,1382509470,D. Bridges
a2815,152411599,A. Brillet
a2816,82892061,M. Brinkmann
a2817,91963843,V. Brisson
a2818,4750741,M. Britzger
a2819,1380990745,A. Brooks
a2820,2216707294,D. Brown
a2821,30739581,F. Bruckner
a2822,46385372,T. Bulik
a2823,1381265210,H. Bulten
a2824,1986356,A. Buonanno
a2825,2899378,D. Buskulic
a2826,152455870,C. Buy
a2827,49193459,R. Byer
a2828,152140806,L. Cadonati
a2829,117966704,J. C. Bustillo
a2830,143667231,E. Calloni
a2831,123524657,J. Camp
a2832,6216322,P. Campsie
a2833,153744736,K. Cannon
a2834,2176559,B. Canuel
a2835,2107189013,J. Cao
a2836,47470602,C. Capano
a2837,113473419,F. Carbognani
a2838,152138448,L. Carbone
a2839,117105202,S. Caride
a2840,49481676,A. Castiglia
a2841,116911935,S. Caudill
a2842,3180530,M. Cavaglià
a2843,144933360,F. Cavalier
a2844,114630993,R. Cavalieri
a2845,145737309,G. Cella
a2846,88163655,C. Cepeda
a2847,87208027,E. Cesarini
a2848,114930526,R. Chakraborty
a2849,6005580,T. Chalermsongsak
a2850,145588957,S. Chao
a2851,4037813,P. Charlton
a2852,1380750118,É. Chassande-Mottin
a2853,46772568,X. Chen
a2854,117744810,Y. Chen
a2855,118274237,A. Chincarini
a2856,115125004,A. Chiummo
a2857,2182390053,H. Cho
a2858,1380990049,J. Chow
a2859,47486131,N. Christensen
a2860,92149556,Q. Chu
a2861,143609933,S. Chua
a2862,2107353568,S. Chung
a2863,48991271,G. Ciani
a2864,7439763,F. Clara
a2865,1387921426,D. Clark
a2866,100646313,F. Cleva
a2867,2195505,E. Coccia
a2868,152304200,P. Cohadon
a2869,30117328,A. Colla
a2870,38541625,M. Colombini
a2871,93674976,M. Constancio
a2872,3530888,Jr.
a2873,117375690,A. Conte
a2874,46301198,R. Conte
a2875,2238473888,D. Cook
a2876,153438182,T. Corbitt
a2877,33162531,M. Cordier
a2878,46896857,N. Cornish
a2879,38968981,A. Corsi
a2880,1381747737,C. Costa
a2881,1380955296,M. Coughlin
a2882,112985568,J. Coulon
a2883,1381247907,S. Countryman
a2884,72600944,P. Couvares
a2885,114235616,D. Coward
a2886,87320541,M. Cowart
a2887,152732350,D. Coyne
a2888,38762862,K. Craig
a2889,3286468,J. Creighton
a2890,39579059,T. Creighton
a2891,116386961,S. Crowder
a2892,2236730237,A. Cumming
a2893,145127370,L. Cunningham
a2894,114728464,E. Cuoco
a2895,40156972,K. Dahl
a2896,88973502,T. D. Canton
a2897,6077077,M. Damjanic
a2898,115429754,S. Danilishin
a2899,103357781,S. D’Antonio
a2900,48563045,K. Danzmann
a2901,89905134,V. Dattilo
a2902,5732142,B. Daudert
a2903,5317183,H. Daveloza
a2904,2422638,M. Davier
a2905,1390496750,G. Davies
a2906,30155388,E. Daw
a2907,3226157,R. Day
a2908,4368156,T. Dayanga
a2909,113858621,G. Debreczeni
a2910,114167875,J. Degallaix
a2911,104279293,E. Deleeuw
a2912,30907860,S. Deléglise
a2913,121581971,W. D. Pozzo
a2914,115229738,T. Denker
a2915,81144188,T. Dent
a2916,144422141,H. Dereli
a2917,103375672,V. Dergachev
a2918,152183805,R. Rosa
a2919,1379600228,R. Derosa
a2920,88410062,R. DeSalvo
a2921,67249590,S. Dhurandhar
a2922,2107359952,M. Díaz
a2923,143790166,A. Dietz
a2924,117819916,L. Fiore
a2925,117423583,A. Lieto
a2926,51931522,I. Palma
a2927,3898754,A. Virgilio
a2928,108743342,K. Dmitry
a2929,98355828,F. Donovan
a2930,70030655,K. Dooley
a2931,116742569,S. Doravari
a2932,50814092,M. Drago
a2933,115442996,R. Drever
a2934,1380953916,J. Driggers
a2935,88620390,Z. Du
a2936,91883608,J. Dumas
a2937,1380952801,S. Dwyer
a2938,118447799,T. Eberle
a2939,1383234591,M. Edwards
a2940,114569092,A. Effler
a2941,116554702,P. Ehrens
a2942,115919215,J. Eichholz
a2943,5229773,S. Eikenberry
a2944,152484258,G. Endrőczi
a2945,114667899,R. Essick
a2946,118435627,T. Etzel
a2947,153249669,K. Evans
a2948,152520046,M. Evans
a2949,2059732668,T. Evans
a2950,117948874,M. Factourovich
a2951,103095521,V. Fafone
a2952,117928735,S. Fairhurst
a2953,144618168,Q. Fang
a2954,122288640,B. Farr
a2955,3305699,W. Farr
a2956,118468635,Marc Favata
a2957,152400008,D. Fazi
a2958,114130233,H. Fehrmann
a2959,6151287,D. Feldbaum
a2960,152467175,I. Ferrante
a2961,38221863,F. Ferrini
a2962,3156628,F. Fidecaro
a2963,2652452,L. Finn
a2964,2013513,I. Fiori
a2965,144637284,R. Fisher
a2966,114113853,R. Flaminio
a2967,49886845,E. Foley
a2968,144278796,S. Foley
a2969,3524074,E. Forsi
a2970,1388229815,L. Forte
a2971,50574924,N. Fotopoulos
a2972,115435111,J. Fournier
a2973,51095921,S. Franco
a2974,145109103,S. Frasca
a2975,3354610,F. Frasconi
a2976,122366503,M. Frede
a2977,1964555,M. Frei
a2978,71670763,Z. Frei
a2979,115663812,A. Freise
a2980,50824232,R. Frey
a2981,37687486,T. Fricke
a2982,115408992,P. Fritschel
a2983,96553501,V. Frolov
a2984,144043501,M. Fujimoto
a2985,29988189,P. Fulda
a2986,115834392,M. Fyffe
a2987,5218632,J. Gair
a2988,2103496,L. Gammaitoni
a2989,117857209,J. Garcia
a2990,117296834,F. Garufi
a2991,50878058,N. Gehrels
a2992,2178546,G. Gemme
a2993,115344837,E. Génin
a2994,145767299,A. Gennai
a2995,145812930,L. Gergely
a2996,2217518796,S. Ghosh
a2997,52028425,J. Giaime
a2998,5543469,S. Giampanis
a2999,122563564,K. Giardina
a3000,50741320,A. Giazotto
a3001,1387911026,S. Gil-Casanova
a3002,114901002,C. Gill
a3003,145278071,J. Gleason
a3004,3009028,E. Goetz
a3005,144377467,R. Goetz
a3006,113125579,L. Gondán
a3007,114066309,G. González
a3008,1381325944,N. Gordon
a3009,1381196394,M. Gorodetsky
a3010,114446708,S. Gossan
a3011,4168700,S. Gossler
a3012,3228784,R. Gouaty
a3013,79016481,C. Graef
a3014,39764217,P. Graff
a3015,152494692,M. Granata
a3016,145616193,A. Grant
a3017,113927608,S. Gras
a3018,48904987,C. Gray
a3019,145043164,R. Greenhalgh
a3020,103339974,A. Gretarsson
a3021,3197289,C. Griffo
a3022,98525415,H. Grote
a3023,145827385,K. Grover
a3024,4705477,S. Grunewald
a3025,120870345,G. Guidi
a3026,31669459,C. Guido
a3027,1379644326,K. Gushwa
a3028,102343727,E. Gustafson
a3029,50660024,R. Gustafson
a3030,1384189893,B. Hall
a3031,1383473606,E. Hall
a3032,153031769,D. Hammer
a3033,2256627874,G. Hammond
a3034,1381197131,M. Hanke
a3035,80725511,J. Hanks
a3036,38324247,C. Hanna
a3037,153192831,J. Hanson
a3038,152128402,J. Harms
a3039,1381238926,G. Harry
a3040,123928772,I. Harry
a3041,5033553,E. Harstad
a3042,1381019489,M. Hartman
a3043,51185544,K. Haughian
a3044,41194652,K. Hayama
a3045,152160709,J. Heefner
a3046,144623894,A. Heidmann
a3047,117264820,M. Heintze
a3048,113704890,H. Heitmann
a3049,2153135,P. Hello
a3050,144338725,G. Hemming
a3051,2193312,M. Hendry
a3052,70669801,I. Heng
a3053,144831748,A. Heptonstall
a3054,48877253,M. Heurs
a3055,144492151,S. Hild
a3056,145701571,D. Hoak
a3057,145982223,K. Hodge
a3058,2256627399,K. Holt
a3059,144886822,T. Hong
a3060,121428497,S. Hooper
a3061,49408020,T. Horrom
a3062,103317640,D. Hosken
a3063,145424660,J. Hough
a3064,1381196544,E. Howell
a3065,2166450240,Y. Hu
a3066,103874060,Z. Hua
a3067,121948406,V. Huang
a3068,1387828671,E. Huerta
a3069,49292918,B. Hughey
a3070,102406351,S. Husa
a3071,144078859,S. Huttner
a3072,51443500,M. Huynh
a3073,1381195806,T. Huynh--Dinh
a3074,41189581,J. Iafrate
a3075,2232630878,D. Ingram
a3076,144777213,R. Inta
a3077,1878450,T. Isogai
a3078,123007591,A. Ivanov
a3079,9187876,B. Iyer
a3080,145074702,K. Izumi
a3081,118331453,M. Jacobson
a3082,48873824,E. James
a3083,30999580,H. Jang
a3084,6019349,Y. Jang
a3085,88686143,P. Jaranowski
