reviewId,paperId,reviewText,reviewDecision,paperTitle
r1281,p1281,Review Comment,1,Forecasting Destination Weekly Hotel Occupancy with Big Data
r1282,p1282,Review Comment,0,Exploring the path to big data analytics success in healthcare
r1283,p1283,Review Comment,0,Networking for Big Data: A Survey
r1284,p1284,Review Comment,1,Incompatible: The GDPR in the Age of Big Data
r1285,p1285,Review Comment,1,"Big Data management in smart grid: concepts, requirements and implementation"
r1286,p1286,Review Comment,1,Big data driven smart energy management: From big data to big insights
r1287,p1287,Review Comment,1,The Role of Big Data and Predictive Analytics in Retailing
r1288,p1288,Review Comment,1,"The data revolution : big data, open data, data infrastructures & their consequences"
r1289,p1289,Review Comment,1,A Secure Mechanism for Big Data Collection in Large Scale Internet of Vehicle
r1290,p1290,Review Comment,1,Big Data Analytics for Genomic Medicine
r1291,p1291,Review Comment,1,Big Data with Ten Big Characteristics
r1292,p1292,Review Comment,1,"Big Data in the construction industry: A review of present status, opportunities, and future trends"
r1293,p1293,Review Comment,1,Big Data Analytics: A Review on Theoretical Contributions and Tools Used in Literature
r1294,p1294,Review Comment,1,A Big Data Analytics Method for Tourist Behaviour Analysis
r1295,p1295,Review Comment,1,Will Democracy Survive Big Data and Artificial Intelligence?
r1296,p1296,Review Comment,1,Transport modelling in the age of big data
r1297,p1297,Review Comment,1,"Big data, big decisions: The impact of big data on board level decision-making"
r1298,p1298,Review Comment,1,Toward Scalable Systems for Big Data Analytics: A Technology Tutorial
r1299,p1299,Review Comment,1,A resource-efficient encryption algorithm for multimedia big data
r1300,p1300,Review Comment,1,Sports analytics and the big-data era
r1301,p1301,Review Comment,0,Big data text analytics: an enabler of knowledge management
r1302,p1302,Review Comment,1,Wireless Big Data Computing in Smart Grid
r1303,p1303,Review Comment,1,"Big Data, Big Insights? Advancing Service Innovation and Design With Machine Learning"
r1304,p1304,Review Comment,1,Database Resources of the BIG Data Center in 2018
r1305,p1305,Review Comment,1,Big Data Analytics in Chemical Engineering.
r1306,p1306,Review Comment,1,A Survey on Emerging Computing Paradigms for Big Data
r1307,p1307,Review Comment,1,Intellectual capital in the age of Big Data: establishing a research agenda
r1308,p1308,Review Comment,1,Big Data and corporate reporting: impacts and paradoxes
r1309,p1309,Review Comment,1,Data science in education: Big data and learning analytics
r1310,p1310,Review Comment,1,Big Data Knowledge System in Healthcare
r1311,p1311,Review Comment,0,A survey of big data architectures and machine learning algorithms in healthcare
r1312,p1312,Review Comment,1,Big Health Application System based on Health Internet of Things and Big Data
r1313,p1313,Review Comment,1,The core enabling technologies of big data analytics and context-aware computing for smart sustainable cities: a review and synthesis
r1314,p1314,Review Comment,1,Why Are Big Data Matrices Approximately Low Rank?
r1315,p1315,Review Comment,0,Significance and Challenges of Big Data Research
r1316,p1316,Review Comment,1,‘Hypernudge’: Big Data as a mode of regulation by design
r1317,p1317,Review Comment,1,Heterogeneous Data and Big Data Analytics
r1318,p1318,Review Comment,1,Does big data mean big knowledge? KM perspectives on big data and analytics
r1319,p1319,Review Comment,0,"Big Data: Challenges, Opportunities and Realities"
r1320,p1320,Review Comment,1,A bibliometric approach to tracking big data research trends
r1321,p1321,Review Comment,1,Addressing barriers to big data
r1322,p1322,Review Comment,1,Big data analytics: does organizational factor matters impact technology acceptance?
r1323,p1323,Review Comment,1,Big Data Visualization Tools
r1324,p1324,Review Comment,1,Social big data: Recent achievements and new challenges
r1325,p1325,Review Comment,0,Big Data sources and methods for social and economic analyses
r1326,p1326,Review Comment,1,A Survey of Clustering Algorithms for Big Data: Taxonomy and Empirical Analysis
r1327,p1327,Review Comment,1,Big Data and Management
r1328,p1328,Review Comment,1,Speaking Sociologically with Big Data: Symphonic Social Science and the Future for Big Data Research
r1329,p1329,Review Comment,1,Predicting Tourist Demand Using Big Data
r1330,p1330,Review Comment,1,The Ethics of Big Data: Current and Foreseeable Issues in Biomedical Contexts
r1331,p1331,Review Comment,1,Big Data Model of Security Sharing Based on Blockchain
r1332,p1332,Review Comment,0,Big data and its technical challenges
r1333,p1333,Review Comment,1,Disparate Impact in Big Data Policing
r1334,p1334,Review Comment,1,Big data machine learning using apache spark MLlib
r1335,p1335,Review Comment,0,HR and analytics: why HR is set to fail the big data challenge
r1336,p1336,Review Comment,1,Big Data Application in Biomedical Research and Health Care: A Literature Review
r1337,p1337,Review Comment,1,"What makes Big Data, Big Data? Exploring the ontological characteristics of 26 datasets"
r1338,p1338,Review Comment,1,Handbook of Big Data Technologies
r1339,p1339,Review Comment,0,Big Data Deep Learning: Challenges and Perspectives
r1340,p1340,Review Comment,1,Big Data for Remote Sensing: Challenges and Opportunities
r1341,p1341,Review Comment,0,Big data technologies and Management: What conceptual modeling can do
r1342,p1342,Review Comment,1,Conceptualising the right to data protection in an era of Big Data
r1343,p1343,Review Comment,1,Big data preprocessing: methods and prospects
r1344,p1344,Review Comment,1,Data and knowledge mining with big data towards smart production
r1345,p1345,Review Comment,1,The inevitable application of big data to health care.
r1346,p1346,Review Comment,1,Big Data Meets Quantum Chemistry Approximations: The Δ-Machine Learning Approach.
r1347,p1347,Review Comment,1,Smart Clothing: Connecting Human with Clouds and Big Data for Sustainable Health Monitoring
r1348,p1348,Review Comment,1,Privacy-Preserving Data Encryption Strategy for Big Data in Mobile Cloud Computing
r1349,p1349,Review Comment,1,Big data analytics for security and criminal investigations
r1350,p1350,Review Comment,1,Big data analytics to improve cardiovascular care: promise and challenges
r1351,p1351,Review Comment,1,Big data caching for networking: moving from cloud to edge
r1352,p1352,Review Comment,1,Persisting big-data: The NoSQL landscape
r1353,p1353,Review Comment,1,Big Data and Data Science Methods for Management Research
r1354,p1354,Review Comment,1,Challenges and Opportunities of Big Data in Health Care: A Systematic Review
r1355,p1355,Review Comment,1,Big Data and analytics in higher education: Opportunities and challenges
r1356,p1356,Review Comment,1,Big data in health care: using analytics to identify and manage high-risk and high-cost patients.
r1357,p1357,Review Comment,1,Gaussian Processes for Big Data
r1358,p1358,Review Comment,1,Big Data for Modern Industry: Challenges and Trends [Point of View]
r1359,p1359,Review Comment,0,Learning to Hash for Indexing Big Data—A Survey
r1360,p1360,Review Comment,1,The BIG Data Center: from deposition to integration to translation
r1361,p1361,Review Comment,1,Big Privacy: Challenges and Opportunities of Privacy Study in the Age of Big Data
r1362,p1362,Review Comment,1,When big data meets software-defined networking: SDN for big data and big data for SDN
r1363,p1363,Review Comment,1,Big data privacy: a technological perspective and review
r1364,p1364,Review Comment,1,Big Data Meet Green Challenges: Big Data Toward Green Applications
r1365,p1365,Review Comment,1,Big data analytics on Apache Spark
r1366,p1366,Review Comment,1,Understanding big data
r1367,p1367,Review Comment,1,"New games, new rules: big data and the changing context of strategy"
r1368,p1368,Review Comment,1,Big data-driven optimization for mobile networks toward 5G
r1369,p1369,Review Comment,0,AI^2: Training a Big Data Machine to Defend
r1370,p1370,Review Comment,1,Big Data and supply chain management: a review and bibliometric analysis
r1371,p1371,Review Comment,1,Big data: A review
r1372,p1372,Review Comment,1,A survey on indexing techniques for big data: taxonomy and performance evaluation
r1373,p1373,Review Comment,1,Analytics: The real-world use of big data in financial services studying with judge system events
r1374,p1374,Review Comment,1,Protection of Big Data Privacy
r1375,p1375,Review Comment,1,In-Memory Big Data Management and Processing: A Survey
r1376,p1376,Review Comment,1,A survey of open source tools for machine learning with big data in the Hadoop ecosystem
r1377,p1377,Review Comment,0,Big Data in food and agriculture
r1378,p1378,Review Comment,1,The Age of Big Data
r1379,p1379,Review Comment,1,Big Data in product lifecycle management
r1380,p1380,Review Comment,1,Big Data in Building Energy Efficiency: Understanding of Big Data and Main Challenges
r1381,p1381,Review Comment,1,What is big data? A consensual definition and a review of key research topics
r1382,p1382,Review Comment,1,Exascale computing and big data
r1383,p1383,Review Comment,1,Bayes and big data: the consensus Monte Carlo algorithm
r1384,p1384,Review Comment,1,Big Data in Accounting: An Overview
r1385,p1385,Review Comment,1,Big Data in Healthcare
r1386,p1386,Review Comment,0,Accelerated PSO Swarm Search Feature Selection for Data Stream Mining Big Data
r1387,p1387,Review Comment,1,"Neuroscience: Big brain, big data"
r1388,p1388,Review Comment,1,Geospatial Big Data Handling Theory and Methods: A Review and Research Challenges
r1389,p1389,Review Comment,1,Where are human subjects in Big Data research? The emerging ethics divide
r1390,p1390,Review Comment,0,Mobile Cloud Computing Model and Big Data Analysis for Healthcare Applications
r1391,p1391,Review Comment,1,How Can SMEs Benefit from Big Data? Challenges and a Path Forward
r1392,p1392,Review Comment,1,From big data analysis to personalized medicine for all: challenges and opportunities
r1393,p1393,Review Comment,0,"Big Questions for Social Media Big Data: Representativeness, Validity and Other Methodological Pitfalls"
r1394,p1394,Review Comment,1,Big Data Meet Green Challenges: Greening Big Data
r1395,p1395,Review Comment,1,Big Data Analytics: Opportunity or Threat for the Accounting Profession?
r1396,p1396,Review Comment,1,"Big data: a revolution that will transform how we live, work, and think"
r1397,p1397,Review Comment,1,Towards cloud based big data analytics for smart future cities
r1398,p1398,Review Comment,1,How Big Data Will Change Accounting
r1399,p1399,Review Comment,1,Crime Rate Inference with Big Data
r1400,p1400,Review Comment,1,How to Use Big Data to Drive Your Supply Chain
r1401,p1401,Review Comment,0,Big data in the public sector: Uncertainties and readiness
r1402,p1402,Review Comment,1,Crime Rate Inference with Big Data
r1403,p1403,Review Comment,1,The Ethics of Big Data in Big Agriculture
r1404,p1404,Review Comment,1,Efficient kNN classification algorithm for big data
r1405,p1405,Review Comment,0,Big Data Analysis with Signal Processing on Graphs: Representation and processing of massive data sets with irregular structure
r1406,p1406,Review Comment,0,Big Data Systems Meet Machine Learning Challenges: Towards Big Data Science as a Service
r1407,p1407,Review Comment,1,Highly efficient data migration and backup for big data applications in elastic optical inter-data-center networks
r1408,p1408,Review Comment,0,Big Data for Health
r1409,p1409,Review Comment,1,Big Data in Public Affairs
r1410,p1410,Review Comment,1,"Big data, big risks"
r1411,p1411,Review Comment,1,Creating Value with Big Data Analytics: Making Smarter Marketing Decisions
r1412,p1412,Review Comment,1,Data Science and its Relationship to Big Data and Data-Driven Decision Making
r1413,p1413,Review Comment,1,A global exploration of Big Data in the supply chain
r1414,p1414,Review Comment,1,Environmental performance evaluation with big data: theories and methods
r1415,p1415,Review Comment,1,BigDataBench: A big data benchmark suite from internet services
r1416,p1416,Review Comment,1,Big data for development: applications and techniques
r1417,p1417,Review Comment,0,"The Big Data Value Chain: Definitions, Concepts, and Theoretical Approaches"
r1418,p1418,Review Comment,1,"Smart Cities: Big Data, Civic Hackers, and the Quest for a New Utopia"
r1419,p1419,Review Comment,1,How organisations leverage Big Data: a maturity model
r1420,p1420,Review Comment,1,The Deluge of Spurious Correlations in Big Data
r1421,p1421,Review Comment,1,Deduplication on Encrypted Big Data in Cloud
r1422,p1422,Review Comment,1,Big Data and consumer behavior: imminent opportunities
r1423,p1423,Review Comment,1,Big Data Analytics for Earth Sciences: the EarthServer approach
r1424,p1424,Review Comment,1,"The Data Revolution. Big Data, Open Data, Data Infrastructures and Their Consequences"
r1425,p1425,Review Comment,1,Challenges of Feature Selection for Big Data Analytics
r1426,p1426,Review Comment,1,Digital Humanitarians: How Big Data Is Changing the Face of Humanitarian Response
r1427,p1427,Review Comment,1,Learning Spark: Lightning-Fast Big Data Analytics
r1428,p1428,Review Comment,1,Big Data Analytics in Mobile Cellular Networks
r1429,p1429,Review Comment,1,The impact of big data on world-class sustainable manufacturing
r1430,p1430,Review Comment,1,Computational Health Informatics in the Big Data Age
r1431,p1431,Review Comment,1,Industrial Big Data as a Result of IoT Adoption in Manufacturing
r1432,p1432,Review Comment,0,Big data and data science: what should we teach?
r1433,p1433,Review Comment,1,Questioning Big Data: Crowdsourcing crisis data towards an inclusive humanitarian response
r1434,p1434,Review Comment,1,Machine Learning Models and Algorithms for Big Data Classification
r1435,p1435,Review Comment,0,Biscuit: A Framework for Near-Data Processing of Big Data Workloads
r1436,p1436,Review Comment,1,Big Data for Social Transportation
r1437,p1437,Review Comment,0,"Big data, bigger dilemmas: A critical review"
r1438,p1438,Review Comment,0,A Hierarchical Distributed Fog Computing Architecture for Big Data Analysis in Smart Cities
r1439,p1439,Review Comment,1,Big Data for Infectious Disease Surveillance and Modeling.
r1440,p1440,Review Comment,1,Energy big data: A survey
r1441,p1441,Review Comment,1,Medical Big Data: Neurological Diseases Diagnosis Through Medical Data Analysis
r1442,p1442,Review Comment,1,"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data"
r1443,p1443,Review Comment,1,Big Data Reduction Methods: A Survey
r1444,p1444,Review Comment,1,A Big Data Architecture Design for Smart Grids Based on Random Matrix Theory
r1445,p1445,Review Comment,1,Wireless communications in the era of big data
r1446,p1446,Review Comment,0,"Big Data, Big Knowledge: Big Data for Personalized Healthcare"
r1447,p1447,Review Comment,1,Big Data Analytics in Financial Statement Audits
r1448,p1448,Review Comment,1,Big Data and Big Cities: The Promises and Limitations of Improved Measures of Urban Life
r1449,p1449,Review Comment,1,Visualizing Big Data with augmented and virtual reality: challenges and research agenda
r1450,p1450,Review Comment,1,Data discretization: taxonomy and big data challenge
r1451,p1451,Review Comment,1,Big Data and Cycling
r1452,p1452,Review Comment,0,Digital Data Streams: Creating Value from the Real-Time Flow of Big Data
r1453,p1453,Review Comment,1,Big data need big theory too
r1454,p1454,Review Comment,0,Integrative methods for analyzing big data in precision medicine
r1455,p1455,Review Comment,1,Energy Big Data Analytics and Security: Challenges and Opportunities
r1456,p1456,Review Comment,1,Big data in mobile social networks: a QoE-oriented framework
r1457,p1457,Review Comment,1,Forecasting Fine-Grained Air Quality Based on Big Data
r1458,p1458,Review Comment,1,Remote sensing big data computing: Challenges and opportunities
r1459,p1459,Review Comment,1,Bottom of the Data Pyramid: Big Data and the Global South
r1460,p1460,Review Comment,1,On the Meaningfulness of “Big Data Quality” (Invited Paper)
r1461,p1461,Review Comment,1,"Editorial - Big Data, Data Science, and Analytics: The Opportunity and Challenge for IS Research"
r1462,p1462,Review Comment,1,Crisis analytics: big data-driven crisis response
r1463,p1463,Review Comment,1,Is Big Data challenging criminology?
r1464,p1464,Review Comment,0,High-Performance Extreme Learning Machines: A Complete Toolbox for Big Data Applications
r1465,p1465,Review Comment,0,The role of administrative data in the big data revolution in social science research.
r1466,p1466,Review Comment,1,Efficient Machine Learning for Big Data: A Review
r1467,p1467,Review Comment,0,"Big data, Big bang?"
r1468,p1468,Review Comment,1,Big Data: The V's of the Game Changer Paradigm
r1469,p1469,Review Comment,1,Perspective: Sustaining the big-data ecosystem
r1470,p1470,Review Comment,1,"Privacy, Big Data, and the Public Good: Frameworks for Engagement"
r1471,p1471,Review Comment,0,Towards an IoT Big Data Analytics Framework: Smart Buildings Systems
r1472,p1472,Review Comment,0,Drivers of the Use and Facilitators and Obstacles of the Evolution of Big Data by the Audit Profession
r1473,p1473,Review Comment,0,Big data visualization: Tools and challenges
r1474,p1474,Review Comment,1,Big data analytics and big data science: a survey
r1475,p1475,Review Comment,1,The value of Big Data in servitization
r1476,p1476,Review Comment,0,Building a Big Data Platform for Smart Cities: Experience and Lessons from Santander
r1477,p1477,Review Comment,1,An industrial big data pipeline for data-driven analytics maintenance applications in large-scale smart manufacturing facilities
r1478,p1478,Review Comment,1,"Big data related technologies, challenges and future prospects"
r1479,p1479,Review Comment,1,Big Self-Supervised Models are Strong Semi-Supervised Learners
r1480,p1480,Review Comment,1,"Jose Maria Cavanillas, Edward Curry, and Wolfgang Wahlster (editors): new horizons for a data-driven economy: a roadmap for usage and exploitation of big data in Europe"
r1481,p1481,Review Comment,1,Ethical Issues in the Big Data Industry
r1482,p1482,Review Comment,1,A Big Data Modeling Methodology for Apache Cassandra
r1483,p1483,Review Comment,1,Business Analytics in the Context of Big Data: A Roadmap for Research
r1484,p1484,Review Comment,1,Managing data lakes in big data era: What's a data lake and why has it became popular in data management ecosystem
r1485,p1485,Review Comment,1,Efficient Online Evaluation of Big Data Stream Classifiers
r1486,p1486,Review Comment,1,Big data stream computing in healthcare real-time analytics
r1487,p1487,Review Comment,0,The Human Face of Big Data
r1488,p1488,Review Comment,1,Big data in manufacturing: a systematic mapping study
r1489,p1489,Review Comment,0,Life beyond big data: governing with little analytics
r1490,p1490,Review Comment,1,"Big Data Fundamentals: Concepts, Drivers & Techniques"
r1491,p1491,Review Comment,1,Statistical methods and computing for big data.
r1492,p1492,Review Comment,1,Big Data Analysis: Apache Storm Perspective
r1493,p1493,Review Comment,0,Big Data Analysis: Apache Spark Perspective
r1494,p1494,Review Comment,0,BigDansing: A System for Big Data Cleansing
r1495,p1495,Review Comment,1,Customer Engagement in a Big Data World
r1496,p1496,Review Comment,1,Big data as complementary audit evidence
r1497,p1497,Review Comment,1,Architecting Time-Critical Big-Data Systems
r1498,p1498,Review Comment,1,"Big data for education data mining, data analytics and web dashboards"
r1499,p1499,Review Comment,1,Big Data and Journalism
r1500,p1500,Review Comment,0,The Cambridge Structural Database
r1501,p1501,Review Comment,1,The PRIDE database and related tools and resources in 2019: improving support for quantification data
r1502,p1502,Review Comment,1,"MIMIC-III, a freely accessible critical care database"
r1503,p1503,Review Comment,1,DrugBank 5.0: a major update to the DrugBank database for 2018
r1504,p1504,Review Comment,1,Database resources of the National Center for Biotechnology Information
r1505,p1505,Review Comment,1,"The STRING database in 2017: quality-controlled protein–protein association networks, made broadly accessible"
r1506,p1506,Review Comment,1,Introducing EzBioCloud: a taxonomically united database of 16S rRNA gene sequences and whole-genome assemblies
r1507,p1507,Review Comment,1,The Pfam protein families database: towards a more sustainable future
r1508,p1508,Review Comment,1,"Reference sequence (RefSeq) database at NCBI: current status, taxonomic expansion, and functional annotation"
r1509,p1509,Review Comment,0,Places: A 10 Million Image Database for Scene Recognition
r1510,p1510,Review Comment,1,The Molecular Signatures Database Hallmark Gene Set Collection
r1511,p1511,Review Comment,1,ImageNet: A large-scale hierarchical image database
r1512,p1512,Review Comment,1,Gapped BLAST and PSI-BLAST: a new generation of protein database search programs.
r1513,p1513,Review Comment,1,The Pfam protein families database in 2019
r1514,p1514,Review Comment,1,The PRIDE database resources in 2022: a hub for mass spectrometry-based proteomics evidences
r1515,p1515,Review Comment,0,Pfam: The protein families database in 2021
r1516,p1516,Review Comment,1,The SILVA ribosomal RNA gene database project: improved data processing and web-based tools
r1517,p1517,Review Comment,1,GTDB-Tk: a toolkit to classify genomes with the Genome Taxonomy Database
r1518,p1518,Review Comment,1,The Molecular Signatures Database (MSigDB) hallmark gene set collection.
r1519,p1519,Review Comment,1,The Pfam protein families database
r1520,p1520,Review Comment,1,WordNet: A Lexical Database for English
r1521,p1521,Review Comment,1,Book Reviews: WordNet: An Electronic Lexical Database
r1522,p1522,Review Comment,1,Argonaute—a database for gene regulation by mammalian microRNAs
r1523,p1523,Review Comment,1,The carbohydrate-active enzymes database (CAZy) in 2013
r1524,p1524,Review Comment,1,The ecoinvent database version 3 (part I): overview and methodology
r1525,p1525,Review Comment,1,Introducing EzTaxon-e: a prokaryotic 16S rRNA gene sequence database with phylotypes that represent uncultured species.
r1526,p1526,Review Comment,0,2016 update of the PRIDE database and its related tools
r1527,p1527,Review Comment,0,A global database of COVID-19 vaccinations
r1528,p1528,Review Comment,1,The Cambridge Structural Database: a quarter of a million crystal structures and rising.
r1529,p1529,Review Comment,1,Labeled Faces in the Wild: A Database forStudying Face Recognition in Unconstrained Environments
r1530,p1530,Review Comment,1,The Carbohydrate-Active EnZymes database (CAZy): an expert resource for Glycogenomics
r1531,p1531,Review Comment,1,CARD 2020: antibiotic resistome surveillance with the comprehensive antibiotic resistance database
r1532,p1532,Review Comment,1,HMDB: A large video database for human motion recognition
r1533,p1533,Review Comment,1,The InterPro protein families and domains database: 20 years on
r1534,p1534,Review Comment,1,Molecular signatures database (MSigDB) 3.0
r1535,p1535,Review Comment,1,An improved method of constructing a database of monthly climate observations and associated high‐resolution grids
r1536,p1536,Review Comment,1,"DAVID: Database for Annotation, Visualization, and Integrated Discovery"
r1537,p1537,Review Comment,1,Freebase: a collaboratively created graph database for structuring human knowledge
r1538,p1538,Review Comment,1,The Ribosomal Database Project: improved alignments and new tools for rRNA analysis
r1539,p1539,Review Comment,0,Empirical statistical model to estimate the accuracy of peptide identifications made by MS/MS and database search.
r1540,p1540,Review Comment,1,A fast quantum mechanical algorithm for database search
r1541,p1541,Review Comment,1,The mnist database of handwritten digits
r1542,p1542,Review Comment,1,HMDB 4.0: the human metabolome database for 2018
r1543,p1543,Review Comment,1,SCOP: a structural classification of proteins database for the investigation of sequences and structures.
r1544,p1544,Review Comment,0,"The STRING database in 2011: functional interaction networks of proteins, globally integrated and scored"
r1545,p1545,Review Comment,1,CDD/SPARCLE: the conserved domain database in 2020
r1546,p1546,Review Comment,0,The MNIST Database of Handwritten Digit Images for Machine Learning Research [Best of the Web]
r1547,p1547,Review Comment,1,Active Database Systems Triggers And Rules For Advanced Database Processing The Morgan Kaufmann Series In Data Management Systems
r1548,p1548,Review Comment,0,The IPD-IMGT/HLA Database
r1549,p1549,Review Comment,1,dbSNP: the NCBI database of genetic variation
r1550,p1550,Review Comment,1,Ribosomal Database Project: data and tools for high throughput rRNA analysis
r1551,p1551,Review Comment,1,The COG database: a tool for genome-scale analysis of protein functions and evolution
r1552,p1552,Review Comment,1,Fundamentals of Database Systems
r1553,p1553,Review Comment,1,"PlantCARE, a database of plant cis-acting regulatory elements and a portal to tools for in silico analysis of promoter sequences"
r1554,p1554,Review Comment,1,The COG database: an updated version includes eukaryotes
r1555,p1555,Review Comment,1,miRDB: an online database for prediction of functional microRNA targets
r1556,p1556,Review Comment,1,IPD-IMGT/HLA Database
r1557,p1557,Review Comment,1,The HITRAN 2008 molecular spectroscopic database
r1558,p1558,Review Comment,1,Introduction to WordNet: An On-line Lexical Database
r1559,p1559,Review Comment,1,The Pfam protein families database
r1560,p1560,Review Comment,1,The Immune Epitope Database (IEDB): 2018 update
r1561,p1561,Review Comment,1,"Repbase Update, a database of repetitive elements in eukaryotic genomes"
r1562,p1562,Review Comment,1,"Greengenes, a Chimera-Checked 16S rRNA Gene Database and Workbench Compatible with ARB"
r1563,p1563,Review Comment,1,The impact of the MIT-BIH Arrhythmia Database
r1564,p1564,Review Comment,1,Learning Deep Features for Scene Recognition using Places Database
r1565,p1565,Review Comment,0,SUN database: Large-scale scene recognition from abbey to zoo
r1566,p1566,Review Comment,0,Greengenes: Chimera-checked 16S rRNA gene database and workbench compatible in ARB
r1567,p1567,Review Comment,1,TCMSP: a database of systems pharmacology for drug discovery from herbal medicines
r1568,p1568,Review Comment,1,DEAP: A Database for Emotion Analysis ;Using Physiological Signals
r1569,p1569,Review Comment,1,The carbohydrate-active enzyme database: functions and literature
r1570,p1570,Review Comment,1,LabelMe: A Database and Web-Based Tool for Image Annotation
r1571,p1571,Review Comment,1,CDD: NCBI's conserved domain database
r1572,p1572,Review Comment,1,The HITRAN2012 molecular spectroscopic database
r1573,p1573,Review Comment,1,The ChEMBL database in 2017
r1574,p1574,Review Comment,1,CARD 2017: expansion and model-centric curation of the comprehensive antibiotic resistance database
r1575,p1575,Review Comment,1,Database resources of the National Center for Biotechnology Information
r1576,p1576,Review Comment,1,The AR face database
r1577,p1577,Review Comment,1,Gene Ontology Consortium: The Gene Ontology (GO) database and informatics resource
r1578,p1578,Review Comment,1,ChEMBL: a large-scale bioactivity database for drug discovery
r1579,p1579,Review Comment,1,CDD: a Conserved Domain Database for the functional annotation of proteins
r1580,p1580,Review Comment,1,"NCBI Reference Sequence (RefSeq): a curated non-redundant sequence database of genomes, transcripts and proteins"
r1581,p1581,Review Comment,1,ZINC - A Free Database of Commercially Available Compounds for Virtual Screening
r1582,p1582,Review Comment,1,"Repbase Update, a database of eukaryotic repetitive elements"
r1583,p1583,Review Comment,1,New tools in comparative political economy : the database of political institutions
r1584,p1584,Review Comment,1,IEMOCAP: interactive emotional dyadic motion capture database
r1585,p1585,Review Comment,1,Plant cis-acting regulatory DNA elements (PLACE) database: 1999
r1586,p1586,Review Comment,1,A Database and Evaluation Methodology for Optical Flow
r1587,p1587,Review Comment,1,Protein backbone angle restraints from searching a database for chemical shift and sequence homology
r1588,p1588,Review Comment,1,TRRUST v2: an expanded reference database of human and mouse transcriptional regulatory interactions
r1589,p1589,Review Comment,1,Encyclopedia of Database Systems
r1590,p1590,Review Comment,1,Comprehensive database for facial expression analysis
r1591,p1591,Review Comment,1,HMDB 3.0—The Human Metabolome Database in 2013
r1592,p1592,Review Comment,0,The Gene Expression Omnibus Database
r1593,p1593,Review Comment,1,The BioGRID interaction database: 2019 update
r1594,p1594,Review Comment,1,Database resources of the National Center for Biotechnology Information.
r1595,p1595,Review Comment,1,The MetaCyc database of metabolic pathways and enzymes - a 2019 update
r1596,p1596,Review Comment,1,ONCOMINE: a cancer microarray database and integrated data-mining platform.
r1597,p1597,Review Comment,1,"The MEROPS database of proteolytic enzymes, their substrates and inhibitors in 2017 and a comparison with peptidases in the PANTHER database"
r1598,p1598,Review Comment,1,The FERET database and evaluation procedure for face-recognition algorithms
r1599,p1599,Review Comment,0,"Generation and analysis of a 29,745 unique Expressed Sequence Tags from the Pacific oyster (Crassostrea gigas) assembled into a publicly accessible database: the GigasDatabase"
r1600,p1600,Review Comment,1,"The eICU Collaborative Research Database, a freely available multi-center database for critical care research"
r1601,p1601,Review Comment,0,APD3: the antimicrobial peptide database as a tool for research and education
r1602,p1602,Review Comment,0,The Standardized World Income Inequality Database
r1603,p1603,Review Comment,1,Database resources of the National Center for Biotechnology Information
r1604,p1604,Review Comment,0,A New Database on Financial Development and Structure
r1605,p1605,Review Comment,1,GENEVESTIGATOR. Arabidopsis Microarray Database and Analysis Toolbox1[w]
r1606,p1606,Review Comment,0,Database
r1607,p1607,Review Comment,1,The Comparative Toxicogenomics Database: update 2019
r1608,p1608,Review Comment,0,"Federated database systems for managing distributed, heterogeneous, and autonomous databases"
r1609,p1609,Review Comment,1,The CELEX Lexical Database (CD-ROM)
r1610,p1610,Review Comment,1,Human Mortality Database
r1611,p1611,Review Comment,0,The SWISS-PROT protein sequence database and its supplement TrEMBL in 2000
r1612,p1612,Review Comment,1,Human protein reference database—2006 update
r1613,p1613,Review Comment,1,The IPD and IMGT/HLA database: allele variant databases
r1614,p1614,Review Comment,1,The Cambridge Structural Database in retrospect and prospect.
r1615,p1615,Review Comment,1,Development of a global land cover characteristics database and IGBP DISCover from 1 km AVHRR data
r1616,p1616,Review Comment,1,An international database for pesticide risk assessments and management
r1617,p1617,Review Comment,0,"Image database TID2013: Peculiarities, results and perspectives"
r1618,p1618,Review Comment,0,HMDB: the Human Metabolome Database
r1619,p1619,Review Comment,1,Optimal database combinations for literature searches in systematic reviews: a prospective exploratory study
r1620,p1620,Review Comment,1,The Open Quantum Materials Database (OQMD): assessing the accuracy of DFT formation energies
r1621,p1621,Review Comment,1,A database of German emotional speech
r1622,p1622,Review Comment,1,Presentation and validation of the Radboud Faces Database
r1623,p1623,Review Comment,1,"Development and validation of a global database of lakes, reservoirs and wetlands"
r1624,p1624,Review Comment,1,PhenoScanner: a database of human genotype–phenotype associations
r1625,p1625,Review Comment,1,Mouse Genome Database (MGD) 2019
r1626,p1626,Review Comment,1,The BioGRID interaction database: 2017 update
r1627,p1627,Review Comment,1,The Lung Image Database Consortium (LIDC) and Image Database Resource Initiative (IDRI): a completed reference database of lung nodules on CT scans.
r1628,p1628,Review Comment,1,Principles of Distributed Database Systems
r1629,p1629,Review Comment,1,The SIDER database of drugs and side effects
r1630,p1630,Review Comment,1,The MetaCyc database of metabolic pathways and enzymes and the BioCyc collection of pathway/genome databases
r1631,p1631,Review Comment,1,The MetaCyc database of metabolic pathways and enzymes
r1632,p1632,Review Comment,1,Reactome graph database: Efficient access to complex pathway data
r1633,p1633,Review Comment,1,Using the National Cancer Database for Outcomes Research: A Review
